FusionName	Fusion_Type	Gene_Symbol	Gene_Position	Fusion_anno	BreakpointLocation	annots	Kinase_domain_retained_Gene1A	Kinase_domain_retained_Gene1B	Reciprocal_exists_either_gene_kinase	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Total_alterations_Over_Patients_in_dataset	Frequency_in_overall_dataset	Total_primary_tumors_mutated_Over_Primary_tumors_in_dataset	Frequency_in_primary_tumors	Total_relapse_tumors_mutated_Over_Relapse_tumors_in_dataset	Frequency_in_relapse_tumors
C2CD3--MACROD1/STIP1	frameshift	STIP1	Gene2B		Intergenic	[], deletion			FALSE		Oncogene			1/86	1.16%	0/60	0.00%	0/17	0.00%
ERCC6--FTH1P12/RNU6-246P	frameshift	RNU6-246P	Gene2B		Intergenic	[], translocation			FALSE	Oncogene				1/86	1.16%	0/60	0.00%	0/17	0.00%
NOTCH1--AGPAT2/FAM69B	frameshift	FAM69B	Gene2B		Intergenic	[], duplication			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene				1/86	1.16%	0/60	0.00%	0/17	0.00%
RBL2--AC002524.1/GLRA2	frameshift	GLRA2	Gene2B		Intergenic	[], translocation			FALSE	TumorSuppressorGene, Oncogene				1/86	1.16%	0/60	0.00%	0/17	0.00%
SARNP--AL590824.1/FAM46A	frameshift	FAM46A	Gene2B		Intergenic	[], translocation			FALSE	Oncogene				1/86	1.16%	0/60	0.00%	0/17	0.00%
TNFAIP1--AC007491.1/CRNDE	frameshift	CRNDE	Gene2B		Intergenic	[], translocation			FALSE	Oncogene				1/86	1.16%	0/60	0.00%	0/17	0.00%
MAML2--AP000787.1/AP001790.1	other	AP001790.1	Gene2B		Intergenic	[], inversion			FALSE	CosmicCensus, Oncogene				1/86	1.16%	0/60	0.00%	0/17	0.00%
EWSR1--FLI1	in-frame	EWSR1	Gene1A		Genic	[CCLE, Klijn_CellLines, ChimerKB, ChimerSeq, FA_CancerSupp, ChimerPub, Mitelman, Cosmic, INTERCHROMOSOMAL[chr22--chr11]], translocation			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, TranscriptionFactor			6/8	75.00%	0/6	0.00%	0/1	0.00%
EWSR1--FLI1	frameshift	EWSR1	Gene1A		Genic	[CCLE, Klijn_CellLines, ChimerKB, ChimerSeq, FA_CancerSupp, ChimerPub, Mitelman, Cosmic, INTERCHROMOSOMAL[chr22--chr11]], translocation			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, TranscriptionFactor			6/8	75.00%	0/6	0.00%	0/1	0.00%
OSBPL3--AL022396.1/CD83	other	OSBPL3	Gene1A		Intergenic	[], translocation			FALSE	Oncogene				1/8	12.50%	0/6	0.00%	0/1	0.00%
LMO7--UCHL3	frameshift	LMO7	Gene1A	TCGAFusion	Genic	[Klijn_CellLines, FA_CancerSupp, CCLE, INTRACHROMOSOMAL[chr13:0.01Mb], LOCAL_REARRANGEMENT:+:[14414]], duplication			FALSE	Oncogene				1/8	12.50%	0/6	0.00%	0/1	0.00%
DHODH--ZNF708	other	DHODH	Gene1A		Genic	[INTERCHROMOSOMAL[chr16--chr19]], translocation			FALSE		TranscriptionFactor			1/8	12.50%	0/6	0.00%	0/1	0.00%
ALDH7A1--SMARCC1	in-frame	ALDH7A1	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr3]], translocation			FALSE		TumorSuppressorGene			1/8	12.50%	0/6	0.00%	0/1	0.00%
FOS--ERRFI1	frameshift	FOS	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr1]], translocation			FALSE	Oncogene, TranscriptionFactor	TumorSuppressorGene, Oncogene			1/8	12.50%	0/6	0.00%	0/1	0.00%
CDC42BPB--SETBP1	other	CDC42BPB	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr18]], translocation	Yes		FALSE	Kinase	CosmicCensus, Oncogene, TranscriptionFactor			1/8	12.50%	0/6	0.00%	0/1	0.00%
EWSR1--FLI1	in-frame	FLI1	Gene1B		Genic	[CCLE, Klijn_CellLines, ChimerKB, ChimerSeq, FA_CancerSupp, ChimerPub, Mitelman, Cosmic, INTERCHROMOSOMAL[chr22--chr11]], translocation			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, TranscriptionFactor			6/8	75.00%	0/6	0.00%	0/1	0.00%
EWSR1--FLI1	frameshift	FLI1	Gene1B		Genic	[CCLE, Klijn_CellLines, ChimerKB, ChimerSeq, FA_CancerSupp, ChimerPub, Mitelman, Cosmic, INTERCHROMOSOMAL[chr22--chr11]], translocation			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, TranscriptionFactor			6/8	75.00%	0/6	0.00%	0/1	0.00%
OSBPL3--AL022396.1/CD83	other	AL022396.1	Gene1B		Intergenic	[], translocation			FALSE	Oncogene				1/8	12.50%	0/6	0.00%	0/1	0.00%
LMO7--UCHL3	frameshift	UCHL3	Gene1B	TCGAFusion	Genic	[Klijn_CellLines, FA_CancerSupp, CCLE, INTRACHROMOSOMAL[chr13:0.01Mb], LOCAL_REARRANGEMENT:+:[14414]], duplication			FALSE	Oncogene				1/8	12.50%	0/6	0.00%	0/1	0.00%
DHODH--ZNF708	other	ZNF708	Gene1B		Genic	[INTERCHROMOSOMAL[chr16--chr19]], translocation			FALSE		TranscriptionFactor			1/8	12.50%	0/6	0.00%	0/1	0.00%
ALDH7A1--SMARCC1	in-frame	SMARCC1	Gene1B		Genic	[INTERCHROMOSOMAL[chr5--chr3]], translocation			FALSE		TumorSuppressorGene			1/8	12.50%	0/6	0.00%	0/1	0.00%
FOS--ERRFI1	frameshift	ERRFI1	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr1]], translocation			FALSE	Oncogene, TranscriptionFactor	TumorSuppressorGene, Oncogene			1/8	12.50%	0/6	0.00%	0/1	0.00%
CDC42BPB--SETBP1	other	SETBP1	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr18]], translocation	Yes		FALSE	Kinase	CosmicCensus, Oncogene, TranscriptionFactor			1/8	12.50%	0/6	0.00%	0/1	0.00%
OSBPL3--AL022396.1/CD83	other	CD83	Gene2B		Intergenic	[], translocation			FALSE	Oncogene				1/8	12.50%	0/6	0.00%	0/1	0.00%
LCOR--AKAP3	other	LCOR	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr12]], translocation/3'-3'			FALSE	TranscriptionFactor				1/4	25.00%	0/4	0.00%	0/0	
EVC--STK32B	frameshift	EVC	Gene1A		Genic	[CCLE, INTRACHROMOSOMAL[chr4:0.21Mb]], duplication		No	FALSE		Kinase			1/4	25.00%	0/4	0.00%	0/0	
MYO9A--ARHGAP26	frameshift	MYO9A	Gene1A		Genic	[INTERCHROMOSOMAL[chr15--chr5]], translocation			FALSE		CosmicCensus, Oncogene			1/4	25.00%	0/4	0.00%	0/0	
SLC12A7--ZBTB16	frameshift	SLC12A7	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr11]], translocation			FALSE		TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor			1/4	25.00%	0/4	0.00%	0/0	
CDC42BPA--MEG8	frameshift	CDC42BPA	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr14]], translocation	Yes		FALSE	Kinase				1/4	25.00%	0/4	0.00%	0/0	
ADIPOR2--ERC1	frameshift	ADIPOR2	Gene1A	TCGAFusion	Genic	[ChimerSeq, INTRACHROMOSOMAL[chr12:0.19Mb]], duplication			FALSE		CosmicCensus, Oncogene			1/4	25.00%	0/4	0.00%	0/0	
CLTCL1--AC245060.2/AC245060.4	frameshift	CLTCL1	Gene1A		Intergenic	[], duplication			FALSE	CosmicCensus, Oncogene				1/4	25.00%	0/4	0.00%	0/0	
OBSCN--OBSCN	in-frame	OBSCN	Gene1A		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr1:0.17Mb]], duplication/non-canonical_splicing	No	Yes	TRUE	Kinase, Oncogene, Kinase	Kinase, Oncogene, Kinase			1/4	25.00%	0/4	0.00%	0/0	
PHKA1--LMTK2	other	PHKA1	Gene1A		Genic	[INTERCHROMOSOMAL[chrX--chr7]], translocation/3'-3'		No	FALSE		Kinase			1/4	25.00%	0/4	0.00%	0/0	
SNAPC3--RPL7P33/SNAPC3	frameshift	SNAPC3	Gene1A		Intergenic	[], duplication			FALSE	Oncogene				1/4	25.00%	0/4	0.00%	0/0	
TAF1--AL590762.3/AL590762.2	frameshift	TAF1	Gene1A		Intergenic	[], inversion			FALSE	Kinase				1/4	25.00%	0/4	0.00%	0/0	
TEX11--NONO	in-frame	TEX11	Gene1A		Genic	[INTRACHROMOSOMAL[chrX:0.37Mb]], inversion			FALSE		CosmicCensus, Oncogene			1/4	25.00%	0/4	0.00%	0/0	
UVRAG--UVRAG	frameshift	UVRAG	Gene1A		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr11:0.33Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene	TumorSuppressorGene			1/4	25.00%	0/4	0.00%	0/0	
LCOR--AKAP3	other	AKAP3	Gene1B		Genic	[INTERCHROMOSOMAL[chr10--chr12]], translocation/3'-3'			FALSE	TranscriptionFactor				1/4	25.00%	0/4	0.00%	0/0	
EVC--STK32B	frameshift	STK32B	Gene1B		Genic	[CCLE, INTRACHROMOSOMAL[chr4:0.21Mb]], duplication		No	FALSE		Kinase			1/4	25.00%	0/4	0.00%	0/0	
MYO9A--ARHGAP26	frameshift	ARHGAP26	Gene1B		Genic	[INTERCHROMOSOMAL[chr15--chr5]], translocation			FALSE		CosmicCensus, Oncogene			1/4	25.00%	0/4	0.00%	0/0	
SLC12A7--ZBTB16	frameshift	ZBTB16	Gene1B		Genic	[INTERCHROMOSOMAL[chr5--chr11]], translocation			FALSE		TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor			1/4	25.00%	0/4	0.00%	0/0	
CDC42BPA--MEG8	frameshift	MEG8	Gene1B		Genic	[INTERCHROMOSOMAL[chr1--chr14]], translocation	Yes		FALSE	Kinase				1/4	25.00%	0/4	0.00%	0/0	
ADIPOR2--ERC1	frameshift	ERC1	Gene1B	TCGAFusion	Genic	[ChimerSeq, INTRACHROMOSOMAL[chr12:0.19Mb]], duplication			FALSE		CosmicCensus, Oncogene			1/4	25.00%	0/4	0.00%	0/0	
CLTCL1--AC245060.2/AC245060.4	frameshift	AC245060.2	Gene1B		Intergenic	[], duplication			FALSE	CosmicCensus, Oncogene				1/4	25.00%	0/4	0.00%	0/0	
OBSCN--OBSCN	in-frame	OBSCN	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr1:0.17Mb]], duplication/non-canonical_splicing	No	Yes	TRUE	Kinase, Oncogene, Kinase	Kinase, Oncogene, Kinase			1/4	25.00%	0/4	0.00%	0/0	
PHKA1--LMTK2	other	LMTK2	Gene1B		Genic	[INTERCHROMOSOMAL[chrX--chr7]], translocation/3'-3'		No	FALSE		Kinase			1/4	25.00%	0/4	0.00%	0/0	
SNAPC3--RPL7P33/SNAPC3	frameshift	RPL7P33	Gene1B		Intergenic	[], duplication			FALSE	Oncogene				1/4	25.00%	0/4	0.00%	0/0	
TAF1--AL590762.3/AL590762.2	frameshift	AL590762.3	Gene1B		Intergenic	[], inversion			FALSE	Kinase				1/4	25.00%	0/4	0.00%	0/0	
TEX11--NONO	in-frame	NONO	Gene1B		Genic	[INTRACHROMOSOMAL[chrX:0.37Mb]], inversion			FALSE		CosmicCensus, Oncogene			1/4	25.00%	0/4	0.00%	0/0	
UVRAG--UVRAG	frameshift	UVRAG	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr11:0.33Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene	TumorSuppressorGene			1/4	25.00%	0/4	0.00%	0/0	
CLTCL1--AC245060.2/AC245060.4	frameshift	AC245060.4	Gene2B		Intergenic	[], duplication			FALSE	CosmicCensus, Oncogene				1/4	25.00%	0/4	0.00%	0/0	
SNAPC3--RPL7P33/SNAPC3	frameshift	SNAPC3	Gene2B		Intergenic	[], duplication			FALSE	Oncogene				1/4	25.00%	0/4	0.00%	0/0	
TAF1--AL590762.3/AL590762.2	frameshift	AL590762.2	Gene2B		Intergenic	[], inversion			FALSE	Kinase				1/4	25.00%	0/4	0.00%	0/0	
KIAA1549--BRAF	in-frame	KIAA1549	Gene1A	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		Yes	FALSE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
C11orf95--RELA	in-frame	C11orf95	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]], duplication			FALSE		Oncogene, TranscriptionFactor			1/7	14.29%	0/3	0.00%	0/2	0.00%
AL445673.1--PRRX1/MROH9	other	AL445673.1	Gene1A		Intergenic	[], deletion			FALSE		CosmicCensus, Oncogene, TranscriptionFactor			2/7	28.57%	0/3	0.00%	0/2	0.00%
WRN--WRN	in-frame	WRN	Gene1A		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr8:0.14Mb]], duplication/non-canonical_splicing			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
KIAA1549--BRAF	frameshift	KIAA1549	Gene1A	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		No	FALSE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
GOPC--ROS1	in-frame	GOPC	Gene1A		Genic	[chimerdb_pubmed, ChimerKB, ChimerPub, Cosmic, Mitelman, INTRACHROMOSOMAL[chr6:0.13Mb]], deletion/read-through		Yes	FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
AL139099.5--CLU	other	AL139099.5	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr8]]			FALSE		TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
MKRN7P--AL031686.1/ZNF334	other	MKRN7P	Gene1A		Intergenic	[], duplication			FALSE					1/7	14.29%	0/3	0.00%	0/2	0.00%
RN7SL1--CLU	other	RN7SL1	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr8]]			FALSE		TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
WRN--WRN	frameshift	WRN	Gene1A		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr8:0.14Mb]], duplication/non-canonical_splicing			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
SASH1--LINC02067	frameshift	SASH1	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr3]], translocation			FALSE	TumorSuppressorGene				1/7	14.29%	0/3	0.00%	0/2	0.00%
C11orf95--RELA	frameshift	C11orf95	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]], duplication			FALSE		Oncogene, TranscriptionFactor			1/7	14.29%	0/3	0.00%	0/2	0.00%
C11orf95--RELA	other	C11orf95	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]]			FALSE		Oncogene, TranscriptionFactor			1/7	14.29%	0/3	0.00%	0/2	0.00%
KIAA1549--BRAF	other	KIAA1549	Gene1A	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		No	FALSE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCA--SLC44A1	frameshift	PRKCA	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr9]], translocation	No		TRUE	Kinase				1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCA--SLC44A1	in-frame	PRKCA	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr9]], translocation	No		TRUE	Kinase				1/7	14.29%	0/3	0.00%	0/2	0.00%
SLC44A1--PRKCA	in-frame	SLC44A1	Gene1A		Genic	[ChimerPub, Mitelman, INTERCHROMOSOMAL[chr9--chr17]], translocation		Yes	TRUE		Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
ASXL2--ASXL2	frameshift	ASXL2	Gene1A		Intragenic	[SELFIE, [\ChimerSeq\], INTRACHROMOSOMAL[chr2:0.14Mb]], inversion/5'-5'			FALSE	CosmicCensus	CosmicCensus			1/7	14.29%	0/3	0.00%	0/2	0.00%
ATF2--AC104088.1/AC078883.4	frameshift	ATF2	Gene1A		Intergenic	[], deletion			FALSE	Oncogene, TranscriptionFactor				1/7	14.29%	0/3	0.00%	0/2	0.00%
DNMT3A--LRP1B	frameshift	DNMT3A	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:114.89Mb]], inversion/5'-5'			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene, CosmicCensus			1/7	14.29%	0/3	0.00%	0/2	0.00%
MYT1L--LINC01115	other	MYT1L	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:0.92Mb]], deletion			FALSE	TranscriptionFactor				1/7	14.29%	0/3	0.00%	0/2	0.00%
KIAA1549--BRAF	in-frame	KIAA1549	Gene1A	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		Yes	TRUE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
NRCAM--PRKCB	frameshift	NRCAM	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr16]], translocation		No	TRUE	TumorSuppressorGene, Oncogene	TumorSuppressorGene, CosmicCensus, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
NRCAM--PRKCB	in-frame	NRCAM	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr16]]		Yes	TRUE	TumorSuppressorGene, Oncogene	TumorSuppressorGene, CosmicCensus, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCB--NRCAM	in-frame	PRKCB	Gene1A		Genic	[INTERCHROMOSOMAL[chr16--chr7]], translocation	No		TRUE	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCB--NRCAM	frameshift	PRKCB	Gene1A		Genic	[INTERCHROMOSOMAL[chr16--chr7]], translocation	No		TRUE	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCB--NRCAM	frameshift	PRKCB	Gene1A		Genic	[INTERCHROMOSOMAL[chr16--chr7]], translocation	Yes		TRUE	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
GTF2I--BRAF	in-frame	GTF2I	Gene1A		Genic	[INTRACHROMOSOMAL[chr7:65.96Mb]], inversion		Yes	FALSE	TranscriptionFactor	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
HOXA3--LRRC61	other	HOXA3	Gene1A		Genic	[INTRACHROMOSOMAL[chr7:123.17Mb]], inversion			FALSE	Oncogene, TranscriptionFactor				1/7	14.29%	0/3	0.00%	0/2	0.00%
KIAA1549--BRAF	in-frame	BRAF	Gene1B	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		Yes	FALSE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
C11orf95--RELA	in-frame	RELA	Gene1B		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]], duplication			FALSE		Oncogene, TranscriptionFactor			1/7	14.29%	0/3	0.00%	0/2	0.00%
AL445673.1--PRRX1/MROH9	other	PRRX1	Gene1B		Intergenic	[], deletion			FALSE		CosmicCensus, Oncogene, TranscriptionFactor			2/7	28.57%	0/3	0.00%	0/2	0.00%
WRN--WRN	in-frame	WRN	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr8:0.14Mb]], duplication/non-canonical_splicing			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
KIAA1549--BRAF	frameshift	BRAF	Gene1B	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		No	FALSE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
GOPC--ROS1	in-frame	ROS1	Gene1B		Genic	[chimerdb_pubmed, ChimerKB, ChimerPub, Cosmic, Mitelman, INTRACHROMOSOMAL[chr6:0.13Mb]], deletion/read-through		Yes	FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
AL139099.5--CLU	other	CLU	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr8]]			FALSE		TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
MKRN7P--AL031686.1/ZNF334	other	AL031686.1	Gene1B		Intergenic	[], duplication			FALSE					1/7	14.29%	0/3	0.00%	0/2	0.00%
RN7SL1--CLU	other	CLU	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr8]]			FALSE		TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
WRN--WRN	frameshift	WRN	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr8:0.14Mb]], duplication/non-canonical_splicing			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
SASH1--LINC02067	frameshift	LINC02067	Gene1B		Genic	[INTERCHROMOSOMAL[chr6--chr3]], translocation			FALSE	TumorSuppressorGene				1/7	14.29%	0/3	0.00%	0/2	0.00%
C11orf95--RELA	frameshift	RELA	Gene1B		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]], duplication			FALSE		Oncogene, TranscriptionFactor			1/7	14.29%	0/3	0.00%	0/2	0.00%
C11orf95--RELA	other	RELA	Gene1B		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]]			FALSE		Oncogene, TranscriptionFactor			1/7	14.29%	0/3	0.00%	0/2	0.00%
KIAA1549--BRAF	other	BRAF	Gene1B	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		No	FALSE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCA--SLC44A1	frameshift	SLC44A1	Gene1B		Genic	[INTERCHROMOSOMAL[chr17--chr9]], translocation	No		TRUE	Kinase				1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCA--SLC44A1	in-frame	SLC44A1	Gene1B		Genic	[INTERCHROMOSOMAL[chr17--chr9]], translocation	No		TRUE	Kinase				1/7	14.29%	0/3	0.00%	0/2	0.00%
SLC44A1--PRKCA	in-frame	PRKCA	Gene1B		Genic	[ChimerPub, Mitelman, INTERCHROMOSOMAL[chr9--chr17]], translocation		Yes	TRUE		Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
ASXL2--ASXL2	frameshift	ASXL2	Gene1B		Intragenic	[SELFIE, [\ChimerSeq\], INTRACHROMOSOMAL[chr2:0.14Mb]], inversion/5'-5'			FALSE	CosmicCensus	CosmicCensus			1/7	14.29%	0/3	0.00%	0/2	0.00%
ATF2--AC104088.1/AC078883.4	frameshift	AC104088.1	Gene1B		Intergenic	[], deletion			FALSE	Oncogene, TranscriptionFactor				1/7	14.29%	0/3	0.00%	0/2	0.00%
DNMT3A--LRP1B	frameshift	LRP1B	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:114.89Mb]], inversion/5'-5'			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene, CosmicCensus			1/7	14.29%	0/3	0.00%	0/2	0.00%
MYT1L--LINC01115	other	LINC01115	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.92Mb]], deletion			FALSE	TranscriptionFactor				1/7	14.29%	0/3	0.00%	0/2	0.00%
KIAA1549--BRAF	in-frame	BRAF	Gene1B	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		Yes	TRUE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
NRCAM--PRKCB	frameshift	PRKCB	Gene1B		Genic	[INTERCHROMOSOMAL[chr7--chr16]], translocation		No	TRUE	TumorSuppressorGene, Oncogene	TumorSuppressorGene, CosmicCensus, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
NRCAM--PRKCB	in-frame	PRKCB	Gene1B		Genic	[INTERCHROMOSOMAL[chr7--chr16]]		Yes	TRUE	TumorSuppressorGene, Oncogene	TumorSuppressorGene, CosmicCensus, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCB--NRCAM	in-frame	NRCAM	Gene1B		Genic	[INTERCHROMOSOMAL[chr16--chr7]], translocation	No		TRUE	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCB--NRCAM	frameshift	NRCAM	Gene1B		Genic	[INTERCHROMOSOMAL[chr16--chr7]], translocation	No		TRUE	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
PRKCB--NRCAM	frameshift	NRCAM	Gene1B		Genic	[INTERCHROMOSOMAL[chr16--chr7]], translocation	Yes		TRUE	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene, Oncogene			1/7	14.29%	0/3	0.00%	0/2	0.00%
GTF2I--BRAF	in-frame	BRAF	Gene1B		Genic	[INTRACHROMOSOMAL[chr7:65.96Mb]], inversion		Yes	FALSE	TranscriptionFactor	Kinase, CosmicCensus, Oncogene, Kinase			1/7	14.29%	0/3	0.00%	0/2	0.00%
HOXA3--LRRC61	other	LRRC61	Gene1B		Genic	[INTRACHROMOSOMAL[chr7:123.17Mb]], inversion			FALSE	Oncogene, TranscriptionFactor				1/7	14.29%	0/3	0.00%	0/2	0.00%
AL445673.1--PRRX1/MROH9	other	MROH9	Gene2B		Intergenic	[], deletion			FALSE		CosmicCensus, Oncogene, TranscriptionFactor			2/7	28.57%	0/3	0.00%	0/2	0.00%
MKRN7P--AL031686.1/ZNF334	other	ZNF334	Gene2B		Intergenic	[], duplication			FALSE					1/7	14.29%	0/3	0.00%	0/2	0.00%
ATF2--AC104088.1/AC078883.4	frameshift	AC078883.4	Gene2B		Intergenic	[], deletion			FALSE	Oncogene, TranscriptionFactor				1/7	14.29%	0/3	0.00%	0/2	0.00%
