LeftBreakpoint	RightBreakpoint	FusionName	Sample	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
9:35657837	14:49586591	RMRP--AL139099.5	BS_1XJ73KBQ	STARFUSION	other	13	10	NA	[INTERCHROMOSOMAL[chr9--chr14]]	RMRP	NA	AL139099.5	NA	Oncogene	NA	NA	NA	NA
9:35657837	14:49586591	RMRP--RN7SL1	BS_1XJ73KBQ	STARFUSION	other	13	10	NA	[INTERCHROMOSOMAL[chr9--chr14]]	RMRP	NA	RN7SL1	NA	Oncogene	NA	NA	NA	NA
14:49862557	14:20343402	RN7SL2--AL355075.4	BS_1XJ73KBQ	STARFUSION	other	8	6	NA	[INTRACHROMOSOMAL[chr14:29.52Mb]]	RN7SL2	NA	AL355075.4	NA	NA	NA	NA	NA	NA
14:49862572	14:20343401	RN7SL2--AL355075.4	BS_1XJ73KBQ	STARFUSION	other	7	6	NA	[INTRACHROMOSOMAL[chr14:29.52Mb]]	RN7SL2	NA	AL355075.4	NA	NA	NA	NA	NA	NA
14:49862557	14:20343402	RN7SL2--RPPH1	BS_1XJ73KBQ	STARFUSION	other	8	6	NA	[INTRACHROMOSOMAL[chr14:29.52Mb]]	RN7SL2	NA	RPPH1	NA	NA	NA	NA	NA	NA
14:49862572	14:20343401	RN7SL2--RPPH1	BS_1XJ73KBQ	STARFUSION	other	7	6	NA	[INTRACHROMOSOMAL[chr14:29.52Mb]]	RN7SL2	NA	RPPH1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_1XJ73KBQ	ARRIBA	other	2	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
3:196392097	3:160921626	UBXN7--PPM1L	BS_1XJ73KBQ	ARRIBA	other	2	1	medium	[INTRACHROMOSOMAL[chr3:35.27Mb]],deletion/5'-5'	UBXN7	NA	PPM1L	NA	NA	TumorSuppressorGene	NA	NA	NA
8:105444381	3:179971665	ZFPM2--PEX5L	BS_1XJ73KBQ	ARRIBA	frameshift	11	1	high	[INTERCHROMOSOMAL[chr8--chr3]],translocation	ZFPM2	NA	PEX5L	NA	TranscriptionFactor	NA	NA	NA	NA
8:105444381	3:179898246	ZFPM2--PEX5L	BS_1XJ73KBQ	ARRIBA	frameshift	3	1	high	[INTERCHROMOSOMAL[chr8--chr3]],translocation	ZFPM2	NA	PEX5L	NA	TranscriptionFactor	NA	NA	NA	NA
8:105444381	3:179887784	ZFPM2--PEX5L	BS_1XJ73KBQ	ARRIBA	frameshift	1	1	medium	[INTERCHROMOSOMAL[chr8--chr3]],translocation	ZFPM2	NA	PEX5L	NA	TranscriptionFactor	NA	NA	NA	NA
8:105444381	3:179971665	ZFPM2--PEX5L	BS_1XJ73KBQ	STARFUSION	frameshift	11	1	NA	[INTERCHROMOSOMAL[chr8--chr3]]	ZFPM2	NA	PEX5L	NA	TranscriptionFactor	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_1ZVXF5FE	ARRIBA	other	17	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_1ZVXF5FE	ARRIBA	other	17	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
17:44906802	14:49862779	GFAP--RN7SL2	BS_1ZVXF5FE	STARFUSION	other	22	7	NA	[INTERCHROMOSOMAL[chr17--chr14]]	GFAP	NA	RN7SL2	NA	NA	NA	NA	NA	NA
7:138861139	7:140787584	KIAA1549--BRAF	BS_1ZVXF5FE	ARRIBA	in-frame	4	0	high	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
16:29082041	4:113174416	RRN3P2--ANK2	BS_1ZVXF5FE	ARRIBA	other	17	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_21RE8W46	ARRIBA	other	47	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_21RE8W46	ARRIBA	other	47	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
11:57152640	11:57189151	AP001521.2(96508)/LRRC55(29107)--LRRC55	BS_21RE8W46	ARRIBA	other	11	1	medium	[],duplication	AP001521.2	LRRC55	LRRC55	NA	NA	NA	NA	NA	NA
7:138861139	7:140781693	KIAA1549--BRAF	BS_21RE8W46	ARRIBA	in-frame	1	1	low	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
16:29082041	4:113174416	RRN3P2--ANK2	BS_21RE8W46	ARRIBA	other	47	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
11:26189330	11:26309645	AC099687.1--ANO3	BS_23M72ABG	STARFUSION	other	11	4	NA	[INTRACHROMOSOMAL[chr11:0.10Mb]]	AC099687.1	NA	ANO3	NA	NA	NA	NA	NA	NA
4:138995912	4:139139497	AC109927.1--ELF2	BS_23M72ABG	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr4:0.02Mb],LOCAL_REARRANGEMENT:-:[15466]],duplication	AC109927.1	NA	ELF2	NA	NA	TranscriptionFactor	NA	NA	NA
11:125235115	11:78443648	PKNOX2--AP003086.2	BS_23M72ABG	ARRIBA	other	14	0	medium	[INTRACHROMOSOMAL[chr11:46.72Mb]],duplication	PKNOX2	NA	AP003086.2	NA	TranscriptionFactor	NA	NA	NA	NA
11:125235115	11:78443648	PKNOX2--AP003086.2	BS_23M72ABG	STARFUSION	other	15	0	NA	[INTRACHROMOSOMAL[chr11:46.72Mb]]	PKNOX2	NA	AP003086.2	NA	TranscriptionFactor	NA	NA	NA	NA
10:94032252	10:94005450	PLCE1--PIPSL(43910)/PLCE1(25362)	BS_23M72ABG	ARRIBA	frameshift	2	0	low	[],duplication	PLCE1	NA	PIPSL	PLCE1	TumorSuppressorGene	NA	NA	TumorSuppressorGene	NA
11:75912039	11:109365068	UVRAG--AP003049.2	BS_23M72ABG	ARRIBA	frameshift	4	0	high	[INTRACHROMOSOMAL[chr11:33.21Mb]],inversion	UVRAG	NA	AP003049.2	NA	TumorSuppressorGene	NA	NA	NA	NA
11:102223752	11:126234995	YAP1--FAM118B	BS_23M72ABG	ARRIBA	in-frame	63	9	high	[HaasMedCancer,INTRACHROMOSOMAL[chr11:23.98Mb]],deletion	YAP1	NA	FAM118B	NA	TumorSuppressorGene, Oncogene	NA	NA	NA	NA
11:102223752	11:126240792	YAP1--FAM118B	BS_23M72ABG	ARRIBA	in-frame	1	1	medium	[HaasMedCancer,INTRACHROMOSOMAL[chr11:23.98Mb]],deletion	YAP1	NA	FAM118B	NA	TumorSuppressorGene, Oncogene	NA	NA	NA	NA
11:102206074	11:126234995	YAP1--FAM118B	BS_23M72ABG	ARRIBA	frameshift	1	1	medium	[HaasMedCancer,INTRACHROMOSOMAL[chr11:23.98Mb]],deletion	YAP1	NA	FAM118B	NA	TumorSuppressorGene, Oncogene	NA	NA	NA	NA
11:102223752	11:126234995	YAP1--FAM118B	BS_23M72ABG	STARFUSION	other	66	9	NA	[HaasMedCancer,INTRACHROMOSOMAL[chr11:23.98Mb]]	YAP1	NA	FAM118B	NA	TumorSuppressorGene, Oncogene	NA	NA	NA	NA
13:108218659	13:108665886	ABHD13--MYO16	BS_23QW0BBA	ARRIBA	other	5	0	medium	[INTRACHROMOSOMAL[chr13:0.36Mb]],deletion	ABHD13	NA	MYO16	NA	NA	NA	NA	NA	NA
13:108218659	13:108855443	ABHD13--MYO16	BS_23QW0BBA	ARRIBA	other	3	0	low	[INTRACHROMOSOMAL[chr13:0.36Mb]],deletion	ABHD13	NA	MYO16	NA	NA	NA	NA	NA	NA
13:108218659	13:108992376	ABHD13--MYO16	BS_23QW0BBA	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr13:0.36Mb]],deletion	ABHD13	NA	MYO16	NA	NA	NA	NA	NA	NA
13:108335572	13:108303253	AL138694.1--TNFSF13B	BS_23QW0BBA	ARRIBA	frameshift	2	1	low	[INTRACHROMOSOMAL[chr13:0.03Mb],LOCAL_REARRANGEMENT:+:[26870]],duplication	AL138694.1	NA	TNFSF13B	NA	NA	Oncogene	NA	NA	NA
2:189689964	2:189665376	ANKAR--ASNSD1	BS_23QW0BBA	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr2:0.00Mb],LOCAL_REARRANGEMENT:+:[3459]],duplication	ANKAR	NA	ASNSD1	NA	NA	NA	NA	NA	NA
11:69643472	13:109188586	CCND1--MYO16	BS_23QW0BBA	ARRIBA	frameshift	22	1	medium	[INTERCHROMOSOMAL[chr11--chr13]],translocation	CCND1	NA	MYO16	NA	CosmicCensus, Oncogene	NA	NA	NA	NA
11:69643472	13:109188586	CCND1--MYO16-AS1	BS_23QW0BBA	ARRIBA	frameshift	22	1	medium	[INTERCHROMOSOMAL[chr11--chr13]],translocation/5'-5'	CCND1	NA	MYO16-AS1	NA	CosmicCensus, Oncogene	NA	NA	NA	NA
17:1455877	17:7786124	CRK--DNAH2	BS_23QW0BBA	ARRIBA	frameshift	9	1	high	[INTRACHROMOSOMAL[chr17:6.25Mb]],inversion	CRK	NA	DNAH2	NA	Oncogene	NA	NA	NA	NA
17:1455877	17:7786124	CRK--DNAH2	BS_23QW0BBA	STARFUSION	frameshift	10	1	NA	[INTRACHROMOSOMAL[chr17:6.25Mb]]	CRK	NA	DNAH2	NA	Oncogene	NA	NA	NA	NA
11:69774856	11:69157174	FGF4--AP003071.5	BS_23QW0BBA	ARRIBA	other	7	0	medium	[INTRACHROMOSOMAL[chr11:0.61Mb]],duplication/3'-3'	FGF4	NA	AP003071.5	NA	Oncogene	NA	NA	NA	NA
11:78417646	11:61356728	GAB2--CYB561A3	BS_23QW0BBA	ARRIBA	in-frame	3	0	medium	[INTRACHROMOSOMAL[chr11:16.85Mb]],deletion	GAB2	NA	CYB561A3	NA	Oncogene	NA	NA	NA	NA
11:78417646	11:61357828	GAB2--CYB561A3	BS_23QW0BBA	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr11:16.85Mb]],deletion	GAB2	NA	CYB561A3	NA	Oncogene	NA	NA	NA	NA
13:109782042	13:108665886	IRS2--MYO16	BS_23QW0BBA	ARRIBA	in-frame	7	5	medium	[INTRACHROMOSOMAL[chr13:0.54Mb]],inversion	IRS2	NA	MYO16	NA	NA	NA	NA	NA	NA
13:109782042	13:108910003	IRS2--MYO16	BS_23QW0BBA	ARRIBA	in-frame	1	4	medium	[INTRACHROMOSOMAL[chr13:0.54Mb]],inversion	IRS2	NA	MYO16	NA	NA	NA	NA	NA	NA
13:109782042	13:108665886	IRS2--MYO16	BS_23QW0BBA	STARFUSION	in-frame	7	4	NA	[INTRACHROMOSOMAL[chr13:0.54Mb]]	IRS2	NA	MYO16	NA	NA	NA	NA	NA	NA
1:110356031	1:110345539	LAMTOR5-AS1--RBM15	BS_23QW0BBA	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr1:0.00Mb],LOCAL_REARRANGEMENT:+:[435]],duplication	LAMTOR5-AS1	NA	RBM15	NA	NA	CosmicCensus, Oncogene	NA	NA	NA
21:16487538	21:15352003	MIR99AHG--AF246928.1(5265)/AJ009632.2(18497)	BS_23QW0BBA	ARRIBA	other	6	0	high	[],duplication	MIR99AHG	NA	AF246928.1	AJ009632.2	NA	NA	NA	NA	NA
11:68903723	11:91855969	MRPL21--AP003028.1(43675)/TUBB4BP4(93762)	BS_23QW0BBA	ARRIBA	frameshift	3	0	medium	[],inversion	MRPL21	NA	AP003028.1	TUBB4BP4	NA	NA	NA	NA	NA
8:125102487	4:88450620	NSMCE2--HERC6(7509)/HERC5(6497)	BS_23QW0BBA	ARRIBA	frameshift	3	0	medium	[],translocation	NSMCE2	NA	HERC6	HERC5	NA	NA	NA	NA	NA
11:69675190	11:69461858	ORAOV1--AP000439.1(17115)/AP000439.4(5740)	BS_23QW0BBA	ARRIBA	frameshift	10	0	medium	[],inversion	ORAOV1	NA	AP000439.1	AP000439.4	Oncogene	NA	NA	NA	NA
6:107458990	6:109768201	PDSS2--FIG4	BS_23QW0BBA	ARRIBA	frameshift	4	1	high	[INTRACHROMOSOMAL[chr6:2.23Mb]],duplication/5'-5'	PDSS2	NA	FIG4	NA	TumorSuppressorGene	NA	NA	NA	NA
16:47641090	16:60299829	PHKB--LINC02141(245856)/AC018554.2(57385)	BS_23QW0BBA	ARRIBA	frameshift	2	0	high	[],inversion	PHKB	NA	LINC02141	AC018554.2	NA	NA	NA	NA	NA
17:16299978	17:3526699	PIGL--TRPV3	BS_23QW0BBA	ARRIBA	frameshift	8	0	high	[INTRACHROMOSOMAL[chr17:12.66Mb]],duplication/5'-5'	PIGL	NA	TRPV3	NA	NA	NA	NA	NA	NA
17:2236492	17:11029729	SMG6--AC015908.2(148834)/RN7SL601P(127726)	BS_23QW0BBA	ARRIBA	frameshift	3	0	medium	[],inversion	SMG6	NA	AC015908.2	RN7SL601P	Oncogene	NA	NA	NA	NA
17:16006568	17:7467327	TTC19--ZBTB4	BS_23QW0BBA	ARRIBA	frameshift	9	2	high	[INTRACHROMOSOMAL[chr17:8.52Mb]],inversion	TTC19	NA	ZBTB4	NA	NA	TumorSuppressorGene, TranscriptionFactor	NA	NA	NA
17:16006568	17:7467327	TTC19--ZBTB4	BS_23QW0BBA	STARFUSION	other	9	2	NA	[INTRACHROMOSOMAL[chr17:8.52Mb]]	TTC19	NA	ZBTB4	NA	NA	TumorSuppressorGene, TranscriptionFactor	NA	NA	NA
17:4307021	17:13777349	UBE2G1--COX10-AS1	BS_23QW0BBA	ARRIBA	frameshift	11	1	high	[INTRACHROMOSOMAL[chr17:9.39Mb]],duplication	UBE2G1	NA	COX10-AS1	NA	NA	NA	NA	NA	NA
17:4307021	17:13777349	UBE2G1--COX10-AS1	BS_23QW0BBA	STARFUSION	other	11	1	NA	[INTRACHROMOSOMAL[chr17:9.39Mb]]	UBE2G1	NA	COX10-AS1	NA	NA	NA	NA	NA	NA
17:5078575	17:15974679	ZFP3--ADORA2B	BS_23QW0BBA	ARRIBA	other	7	0	high	[INTRACHROMOSOMAL[chr17:10.85Mb]],deletion	ZFP3	NA	ADORA2B	NA	TranscriptionFactor	NA	NA	NA	NA
9:96763118	17:37874313	ZNF510--YWHAEP7	BS_23QW0BBA	ARRIBA	frameshift	4	1	high	[INTERCHROMOSOMAL[chr9--chr17]],translocation	ZNF510	NA	YWHAEP7	NA	TranscriptionFactor	NA	NA	NA	NA
17:4142542	17:13777349	ZZEF1--COX10-AS1	BS_23QW0BBA	ARRIBA	frameshift	11	0	high	[INTRACHROMOSOMAL[chr17:9.61Mb]],duplication	ZZEF1	NA	COX10-AS1	NA	NA	NA	NA	NA	NA
17:4142542	17:13756729	ZZEF1--COX10-AS1	BS_23QW0BBA	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr17:9.61Mb]],duplication	ZZEF1	NA	COX10-AS1	NA	NA	NA	NA	NA	NA
17:4142542	17:13777349	ZZEF1--COX10-AS1	BS_23QW0BBA	STARFUSION	other	11	0	NA	[INTRACHROMOSOMAL[chr17:9.61Mb]]	ZZEF1	NA	COX10-AS1	NA	NA	NA	NA	NA	NA
2:139368484	2:139339254	AC062021.1--AHCYP4(436507)/AC062021.1(26911)	BS_23W9EPFE	ARRIBA	other	4	1	high	[],duplication	AC062021.1	NA	AHCYP4	AC062021.1	NA	NA	NA	NA	NA
14:36215515	14:36164120	AL162511.1--LINC00609	BS_23W9EPFE	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr14:0.05Mb],LOCAL_REARRANGEMENT:+:[49319]],duplication	AL162511.1	NA	LINC00609	NA	NA	NA	NA	NA	NA
12:57846372	4:75180465	CTDSP2--AC110760.3(78522)/AC093870.1(14402)	BS_23W9EPFE	ARRIBA	frameshift	2	0	medium	[],translocation	CTDSP2	NA	AC110760.3	AC093870.1	NA	NA	NA	NA	NA
2:26928323	2:26924887	DPYSL5--DPYSL5	BS_23W9EPFE	ARRIBA	in-frame	6	0	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.10Mb]],duplication/non-canonical_splicing	DPYSL5	NA	DPYSL5	NA	NA	NA	NA	NA	NA
3:55683794	3:55992250	ERC2--ERC2	BS_23W9EPFE	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.96Mb]],duplication/non-canonical_splicing	ERC2	NA	ERC2	NA	Oncogene	Oncogene	NA	NA	NA
8:89418044	8:89725641	KRT8P4(2973)/AF117829.1(191365)--AF117829.1	BS_23W9EPFE	ARRIBA	other	2	0	medium	[],duplication	KRT8P4	AF117829.1	AF117829.1	NA	NA	NA	NA	NA	NA
12:21292164	12:21306988	SLCO1A2--SLCO1A2	BS_23W9EPFE	ARRIBA	in-frame	6	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.15Mb]],duplication/non-canonical_splicing	SLCO1A2	NA	SLCO1A2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_24AHZ9ZW	ARRIBA	other	33	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_24AHZ9ZW	ARRIBA	other	33	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
5:90985522	5:90965415	ADGRV1--ADGRV1	BS_24AHZ9ZW	ARRIBA	frameshift	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.64Mb]],duplication/non-canonical_splicing	ADGRV1	NA	ADGRV1	NA	NA	NA	NA	NA	NA
11:57152640	11:57189151	AP001521.2(96508)/LRRC55(29107)--LRRC55	BS_24AHZ9ZW	ARRIBA	other	4	0	medium	[],duplication	AP001521.2	LRRC55	LRRC55	NA	NA	NA	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_24AHZ9ZW	ARRIBA	other	9	0	medium	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
X:150471490	X:150469745	MAMLD1--MAMLD1	BS_24AHZ9ZW	ARRIBA	in-frame	4	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chrX:0.15Mb]],duplication/non-canonical_splicing	MAMLD1	NA	MAMLD1	NA	NA	NA	NA	NA	NA
10:54183444	10:54214048	PCDH15--PCDH15	BS_24AHZ9ZW	ARRIBA	frameshift	3	1	low	[SELFIE,INTRACHROMOSOMAL[chr10:1.83Mb]],duplication/non-canonical_splicing	PCDH15	NA	PCDH15	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_24AHZ9ZW	ARRIBA	other	33	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_258RRGDM	ARRIBA	other	30	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_258RRGDM	ARRIBA	other	30	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
20:46474501	20:46504740	AL031686.1--ZNF334	BS_258RRGDM	ARRIBA	other	3	0	high	[INTRACHROMOSOMAL[chr20:0.00Mb],LOCAL_REARRANGEMENT:-:[2899]],duplication	AL031686.1	NA	ZNF334	NA	NA	TranscriptionFactor	NA	NA	NA
14:36215515	14:36164120	AL162511.1--LINC00609	BS_258RRGDM	ARRIBA	other	6	0	medium	[INTRACHROMOSOMAL[chr14:0.05Mb],LOCAL_REARRANGEMENT:+:[49319]],duplication	AL162511.1	NA	LINC00609	NA	NA	NA	NA	NA	NA
1:211082780	1:211090690	AL590132.1--KCNH1	BS_258RRGDM	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211090562	1:211107377	AL590132.1--KCNH1	BS_258RRGDM	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211018864	1:211019256	AL590132.1--KCNH1	BS_258RRGDM	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211082780	1:211107377	AL590132.1--KCNH1	BS_258RRGDM	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211018864	1:211090690	AL590132.1--KCNH1	BS_258RRGDM	ARRIBA	frameshift	9	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:210919640	1:210920069	AL590132.1--KCNH1	BS_258RRGDM	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
13:25774959	13:25769046	ATP8A2--ATP8A2	BS_258RRGDM	ARRIBA	frameshift	10	0	low	[SELFIE,INTRACHROMOSOMAL[chr13:0.65Mb]],duplication/non-canonical_splicing	ATP8A2	NA	ATP8A2	NA	NA	NA	NA	NA	NA
1:58506060	1:58539310	DAB1--OMA1	BS_258RRGDM	ARRIBA	other	6	0	medium	[INTRACHROMOSOMAL[chr1:0.13Mb]],duplication	DAB1	NA	OMA1	NA	NA	NA	NA	NA	TCGAFusion
1:58253807	1:58539310	DAB1--OMA1	BS_258RRGDM	ARRIBA	other	2	2	medium	[INTRACHROMOSOMAL[chr1:0.13Mb]],duplication	DAB1	NA	OMA1	NA	NA	NA	NA	NA	TCGAFusion
1:58506060	1:58534331	DAB1--OMA1	BS_258RRGDM	ARRIBA	other	3	0	medium	[INTRACHROMOSOMAL[chr1:0.13Mb]],duplication	DAB1	NA	OMA1	NA	NA	NA	NA	NA	TCGAFusion
1:58527261	1:58539310	DAB1--OMA1	BS_258RRGDM	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr1:0.13Mb]],duplication	DAB1	NA	OMA1	NA	NA	NA	NA	NA	TCGAFusion
1:58506060	1:58536741	DAB1--OMA1	BS_258RRGDM	ARRIBA	other	4	0	low	[INTRACHROMOSOMAL[chr1:0.13Mb]],duplication	DAB1	NA	OMA1	NA	NA	NA	NA	NA	TCGAFusion
1:58527261	1:58536741	DAB1--OMA1	BS_258RRGDM	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr1:0.13Mb]],duplication	DAB1	NA	OMA1	NA	NA	NA	NA	NA	TCGAFusion
20:54610523	20:54554933	DOK5--DOK5	BS_258RRGDM	ARRIBA	in-frame	4	1	low	[SELFIE,INTRACHROMOSOMAL[chr20:0.18Mb]],duplication/non-canonical_splicing	DOK5	NA	DOK5	NA	NA	NA	NA	NA	NA
3:55683794	3:55992250	ERC2--ERC2	BS_258RRGDM	ARRIBA	in-frame	47	5	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.96Mb]],duplication/non-canonical_splicing	ERC2	NA	ERC2	NA	Oncogene	Oncogene	NA	NA	NA
1:211082780	1:211090690	KCNH1--AL590132.1	BS_258RRGDM	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211090690	KCNH1--AL590132.1	BS_258RRGDM	ARRIBA	frameshift	9	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:210919640	1:210920069	KCNH1--AL590132.1	BS_258RRGDM	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211082780	1:211107377	KCNH1--AL590132.1	BS_258RRGDM	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211090562	1:211107377	KCNH1--AL590132.1	BS_258RRGDM	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018783	1:211090690	KCNH1--AL590132.1	BS_258RRGDM	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211019256	KCNH1--AL590132.1	BS_258RRGDM	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211090690	KCNH1--KCNH1	BS_258RRGDM	ARRIBA	frameshift	9	1	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.46Mb]],duplication/non-canonical_splicing	KCNH1	NA	KCNH1	NA	Oncogene	Oncogene	NA	NA	NA
2:162504443	2:162518158	KCNH7--KCNH7	BS_258RRGDM	ARRIBA	frameshift	2	2	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.47Mb]],duplication/non-canonical_splicing	KCNH7	NA	KCNH7	NA	NA	NA	NA	NA	NA
6:118813102	6:118856545	MCM9--MCM9	BS_258RRGDM	ARRIBA	other	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.12Mb]],duplication	MCM9	NA	MCM9	NA	TumorSuppressorGene	TumorSuppressorGene	NA	NA	NA
20:46474501	20:46504740	MKRN7P--ZNF334	BS_258RRGDM	ARRIBA	other	3	0	high	[INTRACHROMOSOMAL[chr20:0.02Mb],LOCAL_REARRANGEMENT:-:[22398]],duplication	MKRN7P	NA	ZNF334	NA	NA	TranscriptionFactor	NA	NA	NA
11:20960560	11:20937786	NELL1--NELL1	BS_258RRGDM	ARRIBA	in-frame	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr11:0.91Mb]],duplication/non-canonical_splicing	NELL1	NA	NELL1	NA	NA	NA	NA	NA	NA
