FusionName	Sample	zscore_Gene1A	zscore_Gene1B	zscore_Gene2A	zscore_Gene2B	note_expression_Gene1A	note_expression_Gene1B	note_expression_Gene2A	note_expression_Gene2B	LeftBreakpoint	RightBreakpoint	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
C2CD3--MACROD1	BS_VAAHBH60	4.25296925918212	-1.83376536467715	NA	NA	differentially expressed	no change	NA	NA	11:74074253	11:64152393	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr11:9.85Mb]],deletion	C2CD3	NA	MACROD1	NA	NA	Oncogene	NA	NA	NA
C2CD3--MACROD1(10889)/STIP1(8277)	BS_VAAHBH60	4.25296925918212	-1.83376536467715	NA	1.30690006630198	differentially expressed	no change	NA	no change	11:74074253	11:64176995	ARRIBA	frameshift	3	1	high	[],deletion	C2CD3	NA	MACROD1	STIP1	NA	Oncogene	NA	NA	NA
C2orf16--BHMT	BS_CYEY58NY	-0.330464883621995	19.5010816515919	NA	NA	no change	differentially expressed	NA	NA	2:27558009	5:79130933	ARRIBA	other	13	0	medium	[INTERCHROMOSOMAL[chr2--chr5]],translocation/3'-3'	C2orf16	NA	BHMT	NA	NA	NA	NA	NA	NA
C2orf27A--LINC01087(35094)/C2orf27A(37666)	BS_1EBQ3T20	3.82476558009624	-0.296494408993531	NA	3.82476558009624	differentially expressed	no change	NA	differentially expressed	2:131751585	2:131684709	ARRIBA	other	5	0	high	[],duplication	C2orf27A	NA	LINC01087	C2orf27A	NA	NA	NA	NA	NA
C2orf72--AC073409.1(225050)/AC092646.2(25807)	BS_RRAEQZ97	-0.830536026475213	-0.0294627825494395	NA	-0.0689251118163292	no change	no change	NA	no change	2:231041409	2:123669495	ARRIBA	frameshift	4	0	high	[],inversion	C2orf72	NA	AC073409.1	AC092646.2	NA	NA	NA	NA	NA
C2orf74--KIAA1841	BS_8Q77HZ4R	-3.65786925161478	-0.208248839433103	NA	NA	differentially expressed	no change	NA	NA	2:61158012	2:61108317	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[7034]],duplication	C2orf74	NA	KIAA1841	NA	NA	NA	NA	NA	NA
C2orf74--KIAA1841	BS_8Q77HZ4R	-3.65786925161478	-0.208248839433103	NA	NA	differentially expressed	no change	NA	NA	2:61145196	2:61108317	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[7034]],duplication	C2orf74	NA	KIAA1841	NA	NA	NA	NA	NA	NA
C2orf88--PCBP1-AS1	BS_RRAEQZ97	0.359592849616454	1.55116787293628	NA	NA	no change	no change	NA	NA	2:190181109	2:70085624	ARRIBA	other	4	0	high	[INTRACHROMOSOMAL[chr2:119.78Mb]],inversion	C2orf88	NA	PCBP1-AS1	NA	NA	NA	NA	NA	NA
C3orf22--TXNRD3	BS_1EBQ3T20	10.4603518598488	8.58112906915069	NA	NA	differentially expressed	differentially expressed	NA	NA	3:126549537	3:126647296	ARRIBA	frameshift	4	1	high	[INTRACHROMOSOMAL[chr3:0.05Mb],LOCAL_REARRANGEMENT:-:[48087]],duplication	C3orf22	NA	TXNRD3	NA	NA	NA	NA	NA	NA
C3orf35--GOLGA4(11451)/C3orf35(8067)	BS_FEPRNEXX	1.87401440677103	1.60713630786371	NA	1.87401440677103	no change	no change	NA	no change	3:37386370	3:37378202	ARRIBA	other	1	0	low	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf35--GOLGA4(12291)/C3orf35(7227)	BS_2SFTWNVE	0.306557245919461	1.2173705732662	NA	0.306557245919461	no change	no change	NA	no change	3:37416724	3:37379042	ARRIBA	other	1	1	high	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf35--GOLGA4(12291)/C3orf35(7227)	BS_AMQGM1V9	-0.351274262355605	0.909106111008437	NA	-0.351274262355605	no change	no change	NA	no change	3:37399659	3:37379042	ARRIBA	other	1	0	low	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf35--GOLGA4(12291)/C3orf35(7227)	BS_KVNGNETA	1.94479163108832	2.82289877509181	NA	1.94479163108832	no change	differentially expressed	NA	no change	3:37416724	3:37379042	ARRIBA	other	1	1	high	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf35--GOLGA4(13520)/C3orf35(5998)	BS_8D0NYM46	0.0341231882197088	3.02289843457641	NA	0.0341231882197088	no change	differentially expressed	NA	no change	3:37416724	3:37380271	ARRIBA	other	1	0	low	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf35--GOLGA4(16475)/C3orf35(3043)	BS_7FWZ518S	0.375171799439705	1.99009334785471	NA	0.375171799439705	no change	no change	NA	no change	3:37417492	3:37383226	ARRIBA	frameshift	1	0	low	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf35--GOLGA4(18390)/C3orf35(1128)	BS_T2QPMZCM	0.491557196034561	1.75211282719631	NA	0.491557196034561	no change	no change	NA	no change	3:37416724	3:37385141	ARRIBA	other	1	0	low	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf35--GOLGA4(18390)/C3orf35(1128)	BS_ZRM0W01M	0.887804557160587	2.01119496793936	NA	0.887804557160587	no change	differentially expressed	NA	no change	3:37386370	3:37385141	ARRIBA	other	1	0	low	[],duplication	C3orf35	NA	GOLGA4	C3orf35	NA	NA	NA	NA	NA
C3orf70--ATG7	BS_7GJT4A6A	3.05938804404061	4.18082253456143	NA	NA	differentially expressed	differentially expressed	NA	NA	3:185152628	3:11358418	ARRIBA	frameshift	9	1	high	[INTRACHROMOSOMAL[chr3:173.52Mb]],inversion	C3orf70	NA	ATG7	NA	NA	NA	NA	NA	NA
C3orf70--CCDC68	BS_4B0BAVTX	2.84219995874723	3.41484562485447	NA	NA	differentially expressed	differentially expressed	NA	NA	3:185131991	18:54919376	ARRIBA	other	3	0	medium	[INTERCHROMOSOMAL[chr3--chr18]],translocation	C3orf70	NA	CCDC68	NA	NA	NA	NA	NA	NA
C3orf70--CCDC68	BS_4B0BAVTX	2.84219995874723	3.41484562485447	NA	NA	differentially expressed	differentially expressed	NA	NA	3:185152628	18:54919376	ARRIBA	frameshift	2	0	low	[INTERCHROMOSOMAL[chr3--chr18]],translocation	C3orf70	NA	CCDC68	NA	NA	NA	NA	NA	NA
C4orf50--C4orf50	BS_K5802F84	1.38946620410144	1.38946620410144	NA	NA	no change	no change	NA	NA	4:6007996	4:6011968	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr4:0.12Mb]],duplication/non-canonical_splicing	C4orf50	NA	C4orf50	NA	NA	NA	NA	NA	NA
C4orf50--C4orf50	BS_KPT2WPHW	2.1662785887935	2.1662785887935	NA	NA	differentially expressed	differentially expressed	NA	NA	4:6007996	4:6011968	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr4:0.12Mb]],duplication/non-canonical_splicing	C4orf50	NA	C4orf50	NA	NA	NA	NA	NA	NA
C4orf50--C4orf50	BS_NT9NZYFD	0.195297232727021	0.195297232727021	NA	NA	no change	no change	NA	NA	4:6007996	4:6011968	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr4:0.12Mb]],duplication/non-canonical_splicing	C4orf50	NA	C4orf50	NA	NA	NA	NA	NA	NA
C4orf50--C4orf50	BS_ZR96A4FH	1.9349946835411	1.9349946835411	NA	NA	no change	no change	NA	NA	4:6007996	4:6011968	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr4:0.12Mb]],duplication/non-canonical_splicing	C4orf50	NA	C4orf50	NA	NA	NA	NA	NA	NA
C5orf24--CAMLG	BS_J8G4SH4Z	2.23450767581876	0.204376087083243	NA	NA	differentially expressed	no change	NA	NA	5:134846212	5:134738699	ARRIBA	other	27	3	high	[INTRACHROMOSOMAL[chr5:0.09Mb],LOCAL_REARRANGEMENT:+:[93520]],duplication	C5orf24	NA	CAMLG	NA	NA	NA	NA	NA	NA
C5orf24--CAMLG	BS_J8G4SH4Z	2.23450767581876	0.204376087083243	NA	NA	differentially expressed	no change	NA	NA	5:134846212	5:134741063	ARRIBA	other	17	2	high	[INTRACHROMOSOMAL[chr5:0.09Mb],LOCAL_REARRANGEMENT:+:[93520]],duplication	C5orf24	NA	CAMLG	NA	NA	NA	NA	NA	NA
C5orf24--CAMLG	BS_J8G4SH4Z	2.23450767581876	0.204376087083243	NA	NA	differentially expressed	no change	NA	NA	5:134846212	5:134750759	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr5:0.09Mb],LOCAL_REARRANGEMENT:+:[93520]],duplication	C5orf24	NA	CAMLG	NA	NA	NA	NA	NA	NA
C5orf42--C5orf42	BS_M4TTKPNR	-0.203180101508774	-0.203180101508774	NA	NA	no change	no change	NA	NA	5:37122430	5:37239869	ARRIBA	in-frame	3	1	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.14Mb]],duplication/non-canonical_splicing	C5orf42	NA	C5orf42	NA	NA	NA	NA	NA	NA
C5orf42--C5orf42	BS_S1KK7XRH	0.736740762557277	0.736740762557277	NA	NA	no change	no change	NA	NA	5:37122430	5:37239869	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.14Mb]],duplication/non-canonical_splicing	C5orf42	NA	C5orf42	NA	NA	NA	NA	NA	NA
C5orf42--C5orf42	BS_SDZY6RZ3	0.719585576798057	0.719585576798057	NA	NA	no change	no change	NA	NA	5:37226304	5:37227817	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.14Mb]],duplication/non-canonical_splicing	C5orf42	NA	C5orf42	NA	NA	NA	NA	NA	NA
C5orf64--C5orf64	BS_2KJ2YAZR	0.340388583662162	0.340388583662162	NA	NA	no change	no change	NA	NA	5:61755944	5:61703866	ARRIBA	other	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.11Mb]],duplication	C5orf64	NA	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64--C5orf64	BS_HA20Y4XY	2.14704279762889	2.14704279762889	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61755944	5:61703866	ARRIBA	other	7	1	medium	[SELFIE,INTRACHROMOSOMAL[chr5:0.11Mb]],duplication	C5orf64	NA	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_0Y66ZBWE	2.17950919346565	2.17950919346565	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61755944	5:61703866	ARRIBA	other	3	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_398KYV92	0.63137227908414	0.63137227908414	NA	NA	no change	no change	NA	NA	5:61755944	5:61686883	ARRIBA	other	1	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_55P8HPYD	2.5947748122099	2.5947748122099	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61755944	5:61686883	ARRIBA	other	1	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_5CMGN56B	1.76317645494336	1.76317645494336	NA	NA	no change	no change	NA	NA	5:61755944	5:61703866	ARRIBA	other	1	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_8RCR7Y4B	2.37205444351926	2.37205444351926	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61755944	5:61703866	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_AD4JPN9Q	0.405642573017572	0.405642573017572	NA	NA	no change	no change	NA	NA	5:61755944	5:61686883	ARRIBA	other	4	0	medium	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_CREQ97QC	0.750050317951123	0.750050317951123	NA	NA	no change	no change	NA	NA	5:61755944	5:61686883	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_CZ82ANWP	1.92056021624206	1.92056021624206	NA	NA	no change	no change	NA	NA	5:61755944	5:61686883	ARRIBA	other	5	0	medium	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_E4QK839R	1.02430426934421	1.02430426934421	NA	NA	no change	no change	NA	NA	5:61755944	5:61686883	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_EHVYJAVA	1.57127532103663	1.57127532103663	NA	NA	no change	no change	NA	NA	5:61755944	5:61748602	ARRIBA	other	3	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_ET8CJXSF	1.13126955589948	1.13126955589948	NA	NA	no change	no change	NA	NA	5:61755944	5:61703866	ARRIBA	other	1	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_HA20Y4XY	2.14704279762889	2.14704279762889	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61755944	5:61748602	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_NT9NZYFD	1.25249934551738	1.25249934551738	NA	NA	no change	no change	NA	NA	5:61755944	5:61686883	ARRIBA	other	4	0	medium	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_RVSEDNJ4	3.08533827069351	3.08533827069351	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61755944	5:61686883	ARRIBA	other	4	0	medium	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(4181)/AC026434.2(76003)--C5orf64	BS_YNEQJ6AH	3.94786863111866	3.94786863111866	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61755944	5:61748602	ARRIBA	other	3	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_2ADZNNV4	1.01287060734333	1.01287060734333	NA	NA	no change	no change	NA	NA	5:61761022	5:61686883	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_2XD3MNKD	2.25629633384216	2.25629633384216	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61761022	5:61686883	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_39CGACC7	1.64022971833629	1.64022971833629	NA	NA	no change	no change	NA	NA	5:61761022	5:61686883	ARRIBA	other	1	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_ERJAJ0KA	2.34104144369954	2.34104144369954	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61761022	5:61686883	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_FWMJPKCV	1.84236243305594	1.84236243305594	NA	NA	no change	no change	NA	NA	5:61761022	5:61703866	ARRIBA	other	4	0	high	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_KXH37MPN	2.22714577779287	2.22714577779287	NA	NA	differentially expressed	differentially expressed	NA	NA	5:61761022	5:61686883	ARRIBA	other	1	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_MWWZBQ60	-0.539929695127978	-0.539929695127978	NA	NA	no change	no change	NA	NA	5:61761022	5:61703866	ARRIBA	other	1	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_Z6BWR941	1.20841029229829	1.20841029229829	NA	NA	no change	no change	NA	NA	5:61761022	5:61703866	ARRIBA	other	2	0	high	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
C6orf106--AC025884.1	BS_JR5ATB7G	-1.25697918284544	NA	NA	NA	no change	NA	NA	NA	6:34696446	15:22278818	ARRIBA	frameshift	3	1	high	[INTERCHROMOSOMAL[chr6--chr15]],translocation	C6orf106	NA	AC025884.1	NA	NA	NA	NA	NA	NA
C6orf106--AC025884.1	BS_JR5ATB7G	-1.25697918284544	NA	NA	NA	no change	NA	NA	NA	6:34696446	15:22282799	ARRIBA	frameshift	1	0	low	[INTERCHROMOSOMAL[chr6--chr15]],translocation	C6orf106	NA	AC025884.1	NA	NA	NA	NA	NA	NA
C6orf106--AC025884.2(19970)/AC025884.1(153)	BS_JR5ATB7G	-1.25697918284544	NA	NA	NA	no change	NA	NA	NA	6:34696446	15:22278818	ARRIBA	frameshift	6	1	high	[],translocation	C6orf106	NA	AC025884.2	AC025884.1	NA	NA	NA	NA	NA
C6orf106--AL358942.1(114055)/AL360085.1(94004)	BS_3F4FQJMR	-0.862346178832611	NA	NA	NA	no change	NA	NA	NA	6:34696446	6:112731935	ARRIBA	frameshift	4	1	high	[],duplication	C6orf106	NA	AL358942.1	AL360085.1	NA	NA	NA	NA	NA
C6orf106--AL358942.1(114055)/AL360085.1(94004)	BS_HC44ZA0V	-0.523380368856086	NA	NA	NA	no change	NA	NA	NA	6:34696446	6:112731935	ARRIBA	frameshift	4	0	high	[],duplication	C6orf106	NA	AL358942.1	AL360085.1	NA	NA	NA	NA	NA
C6orf106--AL358942.1(151704)/AL360085.1(56355)	BS_HC44ZA0V	-0.523380368856086	NA	NA	NA	no change	NA	NA	NA	6:34696446	6:112769584	ARRIBA	frameshift	8	1	high	[],duplication	C6orf106	NA	AL358942.1	AL360085.1	NA	NA	NA	NA	NA
C6orf58--QKI	BS_W4HGV6E7	12.5106587201147	2.1446437561174	NA	NA	differentially expressed	differentially expressed	NA	NA	6:127581282	6:163455279	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr6:35.82Mb]],deletion	C6orf58	NA	QKI	NA	NA	TumorSuppressorGene, CosmicCensus	NA	NA	NA
C6orf89--LINC01162(180856)/RN7SL542P(11533)	BS_6JHXXVR7	6.24039087608755	-0.0294627825494395	NA	-0.0416847786721587	differentially expressed	no change	NA	no change	6:36927603	7:21204004	ARRIBA	other	5	0	medium	[],translocation	C6orf89	NA	LINC01162	RN7SL542P	NA	NA	NA	NA	NA
C6orf89--MEG8	BS_2A162JH9	-0.114842287438176	3.36003705509358	NA	NA	no change	differentially expressed	NA	NA	6:36902434	14:100987150	ARRIBA	frameshift	36	3	high	[INTERCHROMOSOMAL[chr6--chr14]],translocation/5'-5'	C6orf89	NA	MEG8	NA	NA	NA	NA	NA	NA
C6orf89--MEG8	BS_BWBDH9GM	-0.0989735165425639	3.51932174819767	NA	NA	no change	differentially expressed	NA	NA	6:36902434	14:100987150	ARRIBA	frameshift	35	2	high	[INTERCHROMOSOMAL[chr6--chr14]],translocation/5'-5'	C6orf89	NA	MEG8	NA	NA	NA	NA	NA	NA
C7orf25--LINC-PINT	BS_6WP1FHTE	4.47755478961887	-1.04571558793558	NA	NA	differentially expressed	no change	NA	NA	7:42911915	7:130984109	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr7:88.03Mb]],duplication	C7orf25	NA	LINC-PINT	NA	NA	TumorSuppressorGene	NA	NA	NA
C7orf55-LUC7L2--PPP1R2P6	BS_7C40TRCY	-1.52259340177491	26.1582134995875	NA	NA	no change	differentially expressed	NA	NA	7:139341522	7:140292701	ARRIBA	frameshift	7	0	high	[INTRACHROMOSOMAL[chr7:0.87Mb]],deletion	C7orf55-LUC7L2	NA	PPP1R2P6	NA	NA	NA	NA	NA	NA
C8orf34--C8orf34	BS_9DFBHHB5	1.51125564666301	1.51125564666301	NA	NA	no change	no change	NA	NA	8:68468820	8:68439499	ARRIBA	frameshift	2	1	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.49Mb]],duplication/non-canonical_splicing	C8orf34	NA	C8orf34	NA	NA	NA	NA	NA	NA
C8orf34--C8orf34	BS_PZVHMSYN	3.85433957542442	3.85433957542442	NA	NA	differentially expressed	differentially expressed	NA	NA	8:68583044	8:68439499	ARRIBA	other	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.49Mb]],duplication	C8orf34	NA	C8orf34	NA	NA	NA	NA	NA	NA
C8orf34--C8orf34	BS_X16PENSA	2.49416479439582	2.49416479439582	NA	NA	differentially expressed	differentially expressed	NA	NA	8:68721437	8:68439499	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.49Mb]],duplication/non-canonical_splicing	C8orf34	NA	C8orf34	NA	NA	NA	NA	NA	NA
C8orf34--C8orf34	BS_X67GTEM6	5.35757577715431	5.35757577715431	NA	NA	differentially expressed	differentially expressed	NA	NA	8:68787536	8:68708994	ARRIBA	frameshift	6	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.49Mb]],duplication/non-canonical_splicing	C8orf34	NA	C8orf34	NA	NA	NA	NA	NA	NA
C8orf34--C8orf34	BS_ZR96A4FH	1.13158379500689	1.13158379500689	NA	NA	no change	no change	NA	NA	8:68787536	8:68708994	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.49Mb]],duplication/non-canonical_splicing	C8orf34	NA	C8orf34	NA	NA	NA	NA	NA	NA
C9orf135--APBA1	BS_A0DYVX9J	3.70586894264502	-2.04151159402173	NA	NA	differentially expressed	differentially expressed	NA	NA	9:69857977	9:69517279	ARRIBA	frameshift	15	1	high	[INTRACHROMOSOMAL[chr9:0.15Mb]],inversion	C9orf135	NA	APBA1	NA	NA	NA	NA	NA	NA
C9orf135--KDM4C	BS_A0DYVX9J	3.70586894264502	1.69501395012742	NA	NA	differentially expressed	no change	NA	NA	9:69859631	9:7046862	ARRIBA	other	5	0	high	[INTRACHROMOSOMAL[chr9:62.65Mb]],duplication	C9orf135	NA	KDM4C	NA	NA	Oncogene	NA	NA	NA
C9orf135--TMEM268	BS_A0DYVX9J	3.70586894264502	NA	NA	NA	differentially expressed	NA	NA	NA	9:69857977	9:114612282	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr9:44.70Mb]],inversion/3'-3'	C9orf135	NA	TMEM268	NA	NA	NA	NA	NA	NA
C9orf24--UBAP1	BS_SAA624A4	4.98728985386571	-3.79100795916504	NA	NA	differentially expressed	differentially expressed	NA	NA	9:34381290	9:34220908	ARRIBA	other	2	1	high	[INTRACHROMOSOMAL[chr9:0.13Mb]],duplication/3'-3'	C9orf24	NA	UBAP1	NA	NA	NA	NA	NA	NA
C9orf3--TNRC18	BS_MA1A3GY0	2.67852338344468	1.65535004756004	NA	NA	differentially expressed	no change	NA	NA	9:95086286	7:5315004	ARRIBA	other	2	0	low	[INTERCHROMOSOMAL[chr9--chr7]],translocation	C9orf3	NA	TNRC18	NA	NA	NA	NA	NA	NA
CABIN1--AP000350.4	BS_WH8G4VFB	1.23060719422623	NA	NA	NA	no change	NA	NA	NA	22:24090747	22:23890566	ARRIBA	other	14	1	medium	[INTRACHROMOSOMAL[chr22:0.12Mb]],duplication	CABIN1	NA	AP000350.4	NA	NA	NA	NA	NA	NA
CABIN1--AP000350.4	BS_WH8G4VFB	1.23060719422623	NA	NA	NA	no change	NA	NA	NA	22:24087713	22:23894772	ARRIBA	frameshift	2	1	medium	[INTRACHROMOSOMAL[chr22:0.12Mb]],duplication	CABIN1	NA	AP000350.4	NA	NA	NA	NA	NA	NA
CABIN1--GNAQ	BS_31TF0P1N	-1.58893134283964	-2.08307294892172	NA	NA	no change	differentially expressed	NA	NA	22:24011367	9:77922345	ARRIBA	other	1	0	low	[INTERCHROMOSOMAL[chr22--chr9]],translocation	CABIN1	NA	GNAQ	NA	NA	CosmicCensus, Oncogene	NA	NA	NA
CABIN1--GNAQ	BS_31TF0P1N	-1.58893134283964	-2.08307294892172	NA	NA	no change	differentially expressed	NA	NA	22:24011728	9:77922345	ARRIBA	other	1	0	low	[INTERCHROMOSOMAL[chr22--chr9]],translocation	CABIN1	NA	GNAQ	NA	NA	CosmicCensus, Oncogene	NA	NA	NA
CABIN1--LINC01399	BS_70FFPA51	-0.405452246371716	50.7822852528155	NA	NA	no change	differentially expressed	NA	NA	22:24108622	22:35153197	ARRIBA	other	5	1	medium	[INTRACHROMOSOMAL[chr22:10.94Mb]],deletion/5'-5'	CABIN1	NA	LINC01399	NA	NA	NA	NA	NA	NA
CABIN1--MIF	BS_WH8G4VFB	1.23060719422623	1.67499953309725	NA	NA	no change	no change	NA	NA	22:24087713	22:23894772	ARRIBA	in-frame	5	1	medium	[FA_CancerSupp,INTRACHROMOSOMAL[chr22:0.12Mb]],duplication	CABIN1	NA	MIF	NA	NA	Oncogene, curatedTF	NA	NA	NA
CABLES1--LAMA3	BS_1EBQ3T20	-1.25042719351519	-0.973003126730369	NA	NA	no change	no change	NA	NA	18:23144845	18:23834015	ARRIBA	other	3	0	low	[INTRACHROMOSOMAL[chr18:0.43Mb]],inversion/3'-3'	CABLES1	NA	LAMA3	NA	TumorSuppressorGene	NA	NA	NA	NA
CABLES1--LAMA3	BS_8ZD6J47V	-0.840972923164651	-0.973003126730369	NA	NA	no change	no change	NA	NA	18:23144845	18:23834015	ARRIBA	frameshift	10	0	medium	[INTRACHROMOSOMAL[chr18:0.43Mb]],inversion/3'-3'	CABLES1	NA	LAMA3	NA	TumorSuppressorGene	NA	NA	NA	NA
CABLES1--LAMA3	BS_M8EA6R2A	-1.0960377134666	-1.00103571124037	NA	NA	no change	no change	NA	NA	18:23144845	18:23834015	ARRIBA	frameshift	2	1	medium	[INTRACHROMOSOMAL[chr18:0.43Mb]],inversion/3'-3'	CABLES1	NA	LAMA3	NA	TumorSuppressorGene	NA	NA	NA	NA
CABP1(13171)/MLEC(6374)--CABP1	BS_N6NE6B3W	-0.580906794022662	-0.580906794022662	-0.443878823436976	NA	no change	no change	no change	NA	12:120680495	12:120659878	ARRIBA	other	5	0	high	[],duplication	CABP1	MLEC	CABP1	NA	NA	NA	NA	NA	NA
