Cancer	sampleId	Gene_A	Gene_B	A_chr	B_chr	A_strand	B_strand	Discordant_n	JSR_n	perfectJSR_n	Evalue	Junction_A	Junction_B	tier	frame	id	gene_A_start	gene_A_end	gene_B_start	gene_B_end	phos_A	phos_B	ubiq_A	ubiq_B	WGS	centrality
LIHC	DD.AA3A.01A	EPHA6	TSC22D2	3	3	1	1	15	9	8	0.68	96585733	150174863	tier1	Out-of-frame	5675	96533425	97471304	150126080	150177903	1	0	0	0	NA	0.36646
LGG	HT.A617.01A	EPHB1	BFSP2	3	3	1	1	20	10	8	0.9	134873118	133166161	tier1	In-frame	5676	134316643	134979309	133118839	133194066	0	0	0	0	NA	0.38494
LGG	TM.A84J.01A	EPHB2	NTRK1	1	1	1	1	129	71	62	0.13	23111569	156843425	tier1	In-frame	5677	23037332	23241818	156785432	156851642	0	0	0	0	NA	0.39024
LGG	KT.A7W1.01A	EPHB2	PDZD4	1	X	1	-1	15	24	19	0.17	23111569	153074050	tier1	Out-of-frame	5678	23037332	23241818	153067621	153096020	0	1	0	0	NA	0.38244
CESC	C5.A7UH.01A	EPHB3	P2RY12	3	3	1	-1	3	2	2	0.27	184280141	151058548	tier1	CDS-5UTR	5679	184279572	184300197	151055168	151102600	0	0	0	0	NA	0.38094
SARC	DX.A23R.01A	EPHB3	PAX2	3	10	1	1	9	5	4	0.004	184290964	102566187	tier1	In-frame	5680	184279572	184300197	100735603	100829941	0	0	0	0	non-validated	0.38543
LIHC	CC.A7IL.01A	EPHX1	SEC63	1	6	1	-1	2	255	113	1.4	226033260	108214782	tier2	NA	5682	225997794	226033260	108188960	108279482	0	0	0	0	NA	0.3488
BLCA	HQ.A2OE.01A	EPHX2	PTK2B	8	8	1	1	29	9	8	0.53	27375589	27308266	tier1	In-frame	5684	27348296	27403081	27168999	27316903	0	0	0	0	NA	0.38662
LUSC	33.4547.01A	EPN1	U2AF2	19	19	1	1	242	111	96	0.027	56190221	56185300	tier1	In-frame	5685	56186561	56207132	56165416	56186081	1	0	0	0	NA	0.37554
LUAD	MP.A4SW.01A	EPN1	U2AF2	19	19	1	1	6	5	5	0.027	56188584	56179873	tier1	Out-of-frame	5686	56186561	56207132	56165416	56186081	1	0	1	0	NA	0.37554
BLCA	BT.A20Q.01A	EPN2	KCNJ12	17	17	1	1	4	83	55	0.035	19140844	21311831	tier1	5UTR-5UTR	5688	19140690	19240028	21279699	21320404	0	0	0	0	non-validated	0.36596
BLCA	K4.A4AC.01A	EPN2	MAP2K3	17	17	1	1	24	39	36	1.4	19140844	21201725	tier1	5UTR-CDS	5689	19140690	19240028	21187984	21218552	0	1	0	0	NA	0.39068
SARC	LI.A9QH.01A	EPN2	PIBF1	17	13	1	1	9	13	13	0.54	19140844	73467922	tier1	5UTR-CDS	5690	19140690	19240028	73356197	73590592	0	0	0	0	NA	0.3614
PRAD	KK.A5A1.01A	EPN2	SLC5A10	17	17	1	1	2	8	7	1.3	19140844	18916723	tier3	5UTR-CDS	5691	19140690	19240028	18950345	19022595	0	0	0	0	NA	0.35839
ESCA	R6.A8W5.01B	EPN3	AGPAT3	17	21	1	1	4	60	55	0.069	48616676	45379515	tier1	CDS-5UTR	5692	48609904	48621111	45285067	45406417	0	0	0	0	NA	0.35669
PRAD	J4.AATZ.01A	EPN3	SEMA4G	17	10	1	1	6	3	1	0.17	48610346	102733304	tier2	5UTR-CDS	5693	48609904	48621111	100969518	100985871	0	0	0	0	NA	0.36256
BRCA	A7.A26I.01B	EPRS	DNAH14	1	1	-1	1	26	50	49	0.017	220160484	225506285	tier1	Out-of-frame	5694	220141943	220220000	225083964	225586996	0	0	0	0	NA	0.36182
SKCM	EB.A551.01A	EPRS	USH2A	1	1	-1	-1	7	1	1	0.081	220213527	215853718	tier2	Out-of-frame	5695	220141943	220220000	215796236	216596738	1	0	0	0	NA	0.37313
SKCM	EB.A82C.01A	EPS15	C1orf159	1	1	-1	-1	13	9	6	0.14	51929345	1027483	tier1	CDS-5UTR	5696	51819935	51985000	1017198	1051741	1	0	1	0	NA	0
BLCA	UY.A78N.01A	EPS15	CCDC18	1	1	-1	1	3	5	5	0.074	51934145	93676359	tier1	In-frame	5697	51819935	51985000	93645476	93744287	1	1	0	0	NA	0.37266
LUAD	91.8499.01A	EPS15	INADL	1	1	-1	1	17	7	7	0.46	51984871	62503649	tier1	Out-of-frame	5698	51819935	51985000	62208149	62629592	1	0	0	0	NA	0.37674
HNSC	CV.5971.01A	EPS15	OSBPL9	1	1	-1	1	2	1	1	0.21	51946945	52246836	tier4	Out-of-frame	5699	51819935	51985000	52042851	52254889	1	0	0	0	NA	0.37556
STAD	CG.4449.01A	EPS15L1	AKAP8	19	19	-1	-1	26	20	20	0.38	16539513	15485446	tier1	Out-of-frame	5700	16466220	16582781	15464341	15490603	1	0	1	0	NA	0.37098
BRCA	AC.A2FM.01A	EPS15L1	BRD4	19	19	-1	-1	11	3	2	0.16	16545176	15383944	tier1	CDS-5UTR	5701	16466220	16582781	15348301	15443356	1	0	1	0	NA	0.37172
BRCA	A7.A13D.01A	EPS15L1	CALR3	19	19	-1	-1	9	8	7	3.4	16582724	16689220	tier1	CDS-5UTR	5702	16466220	16582781	16589875	16739015	1	0	0	0	non-validated	0.36222
BRCA	B6.A3ZX.01A	EPS15L1	CALR3	19	19	-1	-1	5	4	3	3.4	16503115	16689220	tier1	CDS-5UTR	5703	16466220	16582781	16589875	16739015	0	0	0	0	NA	0.36222
LIHC	BC.A10Z.01A	EPS15L1	CALR3	19	19	-1	-1	7	64	50	3.4	16582724	16594926	tier1	In-frame	5704	16466220	16582781	16589875	16739015	1	0	0	0	NA	0.36222
BRCA	C8.A12Q.01A	EPS15L1	CLNS1A	19	11	-1	-1	19	39	39	0.008	16552703	77330740	tier1	Out-of-frame	5705	16466220	16582781	77225981	77348850	1	0	0	0	non-validated	0.3685
PRAD	YJ.A8SW.01A	EPS15L1	CPAMD8	19	19	-1	-1	16	31	29	0.65	16582724	17049256	tier1	In-frame	5706	16466220	16582781	17003758	17137625	1	0	0	0	NA	0.36506
LGG	TM.A7CF.01A	EPS15L1	ZNF451	19	6	-1	1	4	11	9	0.3	16495940	57018659	tier1	In-frame	5707	16466220	16582781	56951642	57035105	0	0	0	0	non-validated	0.37331
LUSC	56.6545.01A	EPS15L1	ZNF473	19	19	-1	1	14	13	12	0.51	16545176	50547927	tier1	Out-of-frame	5708	16466220	16582781	50529212	50552029	1	0	1	0	NA	0.37292
SKCM	ER.A19M.06A	EPS15L1	ZNF568	19	19	-1	1	2	2	2	0.12	16524584	37413488	tier2	CDS-5UTR	5709	16466220	16582781	36916329	36998700	0	0	0	0	NA	0.37012
LUAD	97.7554.01A	EPS8	GYS2	12	12	-1	-1	5	3	3	0.45	15942095	21733457	tier2	5UTR-CDS	5710	15773092	16035263	21689123	21757781	0	1	0	0	NA	0.37168
BLCA	DK.A3IQ.01A	EPS8	PIK3C2G	12	12	-1	1	3	2	2	0.2	15942095	18641383	tier1	5UTR-CDS	5711	15773092	16035263	18400548	18801348	0	0	0	0	NA	0.37532
OV	61.2102.01A	EPS8	PLEKHA5	12	12	-1	1	18	11	10	0.022	15942095	19489449	tier1	5UTR-CDS	5712	15773092	16035263	19282648	19529334	0	0	0	0	NA	0.37413
LUAD	78.7536.01A	EPS8	PRH2	12	12	-1	1	7	1	1	0.077	15942095	11082868	tier2	5UTR-CDS	5713	15773092	16035263	11081835	11086368	0	0	0	0	NA	0.37204
STAD	BR.A4PF.01A	EPS8	RERGL	12	12	-1	-1	11	175	159	0.16	15942095	18241890	tier1	5UTR-CDS	5714	15773092	16035263	18233803	18473041	0	0	0	0	NA	0.37376
HNSC	CQ.5333.01A	EPS8L2	AGPAT2	11	9	1	-1	319	271	251	0.004	709608	139569259	tier1	Out-of-frame	5715	694438	727727	139567595	139581875	1	0	0	0	NA	0.36452
BRCA	A1.A0SJ.01A	ERAL1	DIDO1	17	20	1	-1	5	2	2	2	27182335	61513766	tier4	In-frame	5716	27182020	27188085	61509090	61569304	0	0	0	0	NA	0.35872
BRCA	BH.A204.01A	ERBB2	CDK12	17	17	1	1	175	94	75	0.41	37868701	37680927	tier1	In-frame	5717	37844393	37884915	37617739	37690800	1	0	0	0	NA	0.38259
BRCA	UU.A93S.01A	ERBB2	CLDN7	17	17	1	-1	2	2	2	1.2	37884915	7166264	tier3	3UTR-5UTR	5718	37844393	37884915	7163223	7166512	0	0	0	0	NA	0.3841
COAD	D5.6531.01A	ERBB2	DNAJC7	17	17	1	-1	32	21	18	0.35	37844531	40134419	tier1	5UTR-CDS	5719	37844393	37884915	40128439	40169715	0	0	0	0	NA	0.39024
CESC	C5.A2LX.01A	ERBB2	IKZF3	17	17	1	-1	15	13	12	0.48	37872858	37985741	tier1	Out-of-frame	5720	37844393	37884915	37913968	38020441	0	1	0	0	NA	0.39357
CESC	DS.A7WF.01A	ERBB2	NEUROD2	17	17	1	-1	266	143	118	0.043	37856564	37762857	tier1	CDS-5UTR	5721	37844393	37884915	37760021	37764196	0	0	0	0	NA	0.38549
BLCA	DK.A1A3.01A	ERBB2	PPP1R1B	17	17	1	1	22	15	13	3.8	37866734	37790136	tier4	In-frame	5723	37844393	37884915	37783179	37792879	1	0	0	0	NA	0.38487
LIHC	KR.A7K2.01A	ERBB2	PPP1R1B	17	17	1	1	13	12	11	3.8	37883800	37791860	tier1	In-frame	5724	37844393	37884915	37783179	37792879	0	0	0	0	NA	0.38487
PAAD	LB.A7SX.01A	ERBB2	PPP1R1B	17	17	1	1	8	11	7	3.8	37883800	37791860	tier1	In-frame	5725	37844393	37884915	37783179	37792879	0	0	0	0	NA	0.38487
ESCA	L5.A88V.01A	ERBB2	PSMB3	17	17	1	1	1368	23559	21766	1.6	37876087	36916684	tier1	In-frame	5727	37844393	37884915	36909003	36920483	0	0	0	0	NA	0.38625
BRCA	AR.A254.01A	ERBB2	SLC29A3	17	10	1	1	724	753	688	0.032	37883256	73121711	tier1	Out-of-frame	5728	37844393	37884915	73079015	73123142	0	0	0	0	NA	0.38331
BRCA	A2.A0YE.01A	ERBB2	SLC39A11	17	17	1	-1	8	4	4	0.48	37871789	71084914	tier1	CDS-5UTR	5729	37844393	37884915	70642086	71088853	0	0	0	0	NA	0.38394
LUAD	69.7761.01A	ERBB2	SUPT16H	17	14	1	-1	2	2	1	0.23	37884915	21829491	tier2	3UTR-CDS	5730	37844393	37884915	21819631	21852425	0	0	0	0	NA	0.39124
LUSC	56.A4BY.01A	ERBB2	TCAP	17	17	1	1	42	23	19	0.002	37872858	37821969	tier1	Out-of-frame	5731	37844393	37884915	37820440	37822808	0	0	0	0	NA	0.3839
SKCM	D3.A1Q5.06A	ERBB2IP	ARL15	5	5	1	-1	22	12	9	0.77	65310553	53182543	tier1	Out-of-frame	5732	65222303	65378377	53179775	53606412	0	0	0	0	non-validated	0.38407
LUAD	50.5944.01A	ERBB2IP	ASXL1	5	20	1	1	18	5	4	0.62	65350779	31015931	tier1	In-frame	5733	65222303	65378377	30946147	31027122	0	0	0	0	NA	0.37903
BRCA	GM.A2DD.01A	ERBB2IP	C5orf44	5	5	1	1	2	1	1	0.99	65288735	64931128	tier4	Out-of-frame	5734	65222303	65378377	64920543	64962060	0	0	0	0	NA	0
BLCA	GC.A4ZW.01A	ERBB2IP	MYOM2	5	8	1	1	3	2	2	5.4	65222634	2005466	tier1	5UTR-CDS	5735	65222303	65378377	2044989	2165303	0	1	0	0	NA	0.37974
BRCA	PE.A5DC.01A	ERBB2IP	NLN	5	5	1	1	51	53	50	0.018	65222634	65105342	tier1	5UTR-CDS	5736	65222303	65378377	65018023	65167553	0	0	0	0	NA	0.38005
BRCA	BH.A1FD.01A	ERBB2IP	PPWD1	5	5	1	1	8	8	7	2.3	65222634	64872706	tier1	5UTR-CDS	5737	65222303	65378377	64859063	64883376	0	0	0	0	NA	0.38005
SKCM	D3.A2JH.06A	ERBB2IP	TMEM232	5	5	1	-1	62	30	24	0.26	65350779	109760617	tier1	Out-of-frame	5738	65222303	65378377	109624934	110074657	0	0	0	0	NA	0.37735
BRCA	A2.A1FW.01A	ERBB2IP	ZBTB10	5	8	1	1	11	8	8	0.26	65290692	81411729	tier1	Out-of-frame	5739	65222303	65378377	81397854	81438500	0	0	0	0	NA	0.38436
UCEC	AJ.A3I9.01A	ERBB3	COX4I2	12	20	1	1	65	77	69	0.14	56474166	30231207	tier1	In-frame	5740	56473641	56497289	30225691	30232809	1	0	0	0	NA	0.3844
PRAD	KK.A6E4.01A	ERBB3	FOXA1	12	14	1	-1	2	8	1	0.6	56497283	38069245	tier3	3UTR-5UTR	5741	56473641	56497289	38059189	38069245	0	0	0	0	NA	0.3874
SKCM	D3.A1Q1.06A	ERBB3	RPL30	12	8	1	-1	3	1	1	0.068	56497283	99058697	tier2	NA	5742	56473641	56497289	99037079	99058697	0	0	0	0	non-validated	0.38638
LUSC	98.A53A.01A	ERBB3	SUOX	12	12	1	1	2	2	2	0.6	56494029	56395996	tier4	CDS-5UTR	5743	56473641	56497289	55997180	56006641	0	0	0	0	NA	0.38485
STAD	CG.4476.01A	ERC1	GABRB1	12	4	1	1	3	1	1	0.017	1299218	47322144	tier4	In-frame	5744	1099675	1605090	46995740	47428461	0	0	0	0	NA	0.36558
READ	F5.6864.01A	ERC1	GPC5	12	13	1	1	2	2	2	3.4	1250953	93518535	tier2	Out-of-frame	5745	1099675	1605090	92050929	93519490	0	0	0	0	NA	0.3642
HNSC	UF.A7J9.01A	ERC1	HEBP1	12	12	1	-1	13	8	8	0.69	1517413	13142349	tier1	In-frame	5746	1099675	1605090	13127798	13153207	0	0	0	0	NA	0.3584
SKCM	D3.A1Q9.06A	ERC1	METTL4	12	18	1	-1	148	144	136	0.1	1346070	2567653	tier1	CDS-5UTR	5747	1099675	1605090	2537524	2571508	0	0	0	0	NA	0.35767
LUSC	56.8622.01A	ERC1	MRPL51	12	12	1	-1	16	16	5	0.031	1100653	6602138	tier1	5UTR-CDS	5748	1099675	1605090	6491886	6493841	0	0	0	0	NA	0.35884
SARC	QQ.A5VC.01A	ERC1	MRPS9	12	2	1	1	136	47	44	0.5	1481143	105716128	tier1	Out-of-frame	5749	1099675	1605090	105654441	105716418	0	0	0	0	NA	0.36176
BRCA	B6.A0IG.01A	ERC1	PIK3C2G	12	12	1	1	19	20	19	5.7	1299218	18641383	tier1	In-frame	5750	1099675	1605090	18400548	18801348	0	0	0	0	NA	0.36365
BRCA	C8.A1HJ.01A	ERC1	RET	12	10	1	1	16	12	12	0.55	1250953	43612032	tier1	In-frame	5751	1099675	1605090	43572475	43625799	0	0	0	0	NA	0.38876
THCA	EL.A3T9.01A	ERC1	RET	12	10	1	1	22	14	13	0.55	1346070	43612032	tier1	In-frame	5752	1099675	1605090	43572475	43625799	0	0	0	0	validated	0.38876
THCA	EM.A3FQ.01A	ERC1	RET	12	10	1	1	10	17	14	0.55	1553916	43612032	tier1	In-frame	5753	1099675	1605090	43572475	43625799	0	0	0	0	validated	0.38876
BRCA	E2.A9RU.01A	ERC1	TACC3	12	4	1	1	7	12	12	0.022	1192746	1741429	tier1	In-frame	5754	1099675	1605090	1723227	1746898	0	0	0	0	NA	0.36704
BRCA	C8.A12P.01A	ERC1	TOMM34	12	20	1	-1	59	39	37	0.2	1517413	43572220	tier1	Out-of-frame	5755	1099675	1605090	43570771	43589127	0	0	0	0	NA	0.36928
LUAD	05.4415.01A	ERC1	VWF	12	12	1	-1	10	11	11	0.25	1372331	6085426	tier1	In-frame	5756	1099675	1605090	6058040	6233936	0	0	0	0	NA	0.37266
LUAD	78.8660.01A	ERC1	WNK1	12	12	1	1	6	4	2	0.089	1137738	987378	tier1	In-frame	5757	1099675	1605090	861759	1020618	1	0	0	0	NA	0.37749
ESCA	L5.A8NI.01A	ERC1	WNK1	12	12	1	1	2	20	19	0.089	1213990	977032	tier4	In-frame	5758	1099675	1605090	861759	1020618	0	0	0	0	NA	0.37749
BRCA	A1.A0SO.01A	ERC2	ARHGEF3	3	3	-1	-1	4	13	13	0.072	56468379	56916382	tier1	In-frame	5759	55542336	56502391	56761446	57113357	0	1	0	0	NA	0.3616
UCEC	AJ.A3BF.01A	ERC2	DNAH12	3	3	-1	-1	6	2	2	0.014	55984453	57357647	tier1	In-frame	5760	55542336	56502391	57293699	57544344	0	1	0	0	NA	0.35133
LGG	S9.A7R3.01A	ERCC2	C12orf40	19	12	-1	1	4	2	2	3.8	45872188	40110558	tier1	Out-of-frame	5761	45854246	45873876	40019969	40302102	0	0	1	0	NA	0
UCS	N5.A4RV.01A	ERCC2	MYH14	19	19	-1	1	2	1	1	0.22	45864782	50810306	tier2	Out-of-frame	5762	45854246	45873876	50706885	50813802	0	0	0	0	NA	0.37321
BLCA	DK.AA6P.01A	ERCC2	NOVA2	19	19	-1	-1	8	2	2	0.06	45871888	46444203	tier1	In-frame	5763	45854246	45873876	45933734	45973546	0	0	1	0	NA	0.37047
LUAD	50.6592.01A	ERCC3	MAP3K2	2	2	-1	-1	6	5	5	0.33	128038023	128072459	tier1	In-frame	5764	128014866	128051752	128056306	128146041	0	0	0	0	NA	0.38756
PRAD	XQ.A8TB.01A	ERG	ABCC4	21	13	-1	-1	10	5	5	1	39947586	95900007	tier1	Out-of-frame	5765	39751949	40033704	95672083	95953687	1	0	0	0	NA	0.37562
PRAD	KK.A6E1.01A	ERG	KCNJ6	21	21	-1	-1	2	29	26	0.13	39947586	38997786	tier3	Out-of-frame	5766	39751949	40033704	38996789	39288749	1	0	0	0	NA	0.37364
PRAD	CH.5739.01A	ERG	PLEKHH1	21	14	-1	1	5	3	2	0.096	39947586	68022542	tier1	In-frame	5767	39751949	40033704	68000032	68056254	1	0	0	0	NA	0.3732
PRAD	HC.7230.01A	ERG	SON	21	21	-1	1	10	3	3	0.45	39947586	34918519	tier1	Out-of-frame	5768	39751949	40033704	34914924	34949812	1	1	0	0	NA	0.37484
PRAD	EJ.7797.01A	ERG	TAF8	21	6	-1	1	4	3	3	1.2	39947586	42019095	tier1	In-frame	5769	39751949	40033704	42018251	42055199	1	1	0	0	NA	0.37247
PRAD	J4.A67S.01A	ERG	TMPRSS2	21	21	-1	-1	2	5	5	2	39947586	42870116	tier2	CDS-5UTR	5770	39751949	40033704	42836478	42903043	1	0	0	0	NA	0.3753
PRAD	V1.A8WS.01A	ERG	TMPRSS2	21	21	-1	-1	4	7	7	2	39947586	42852529	tier1	Out-of-frame	5771	39751949	40033704	42836478	42903043	1	0	0	0	NA	0.3753
PRAD	J4.A83I.01A	ERG	ZNRF3	21	22	-1	1	2	1	1	0.1	39947586	29383064	tier3	In-frame	5772	39751949	40033704	29279580	29453475	1	1	0	0	NA	0.37209
SKCM	EE.A2MS.06A	ERGIC1	GPR98	5	5	1	1	50	38	36	0.78	172359539	90083888	tier1	In-frame	5773	172261278	172379688	89825161	90460038	0	0	0	0	NA	0.34154
LUSC	33.6737.01A	ERGIC1	RANBP17	5	5	1	1	685	539	493	0.65	172341841	170720887	tier1	In-frame	5774	172261278	172379688	170288874	170727019	0	0	0	0	NA	0.33851
LUSC	33.6738.01A	ERGIC1	RANBP17	5	5	1	1	6	5	5	0.65	172341841	170720887	tier1	In-frame	5775	172261278	172379688	170288874	170727019	0	0	0	0	NA	0.33851
UCEC	E6.A8L9.01A	ERGIC3	MAP1LC3A	20	20	1	1	568	412	382	0.26	34136618	33147012	tier1	In-frame	5776	35542021	35557634	33134658	33148149	0	0	0	0	NA	0.35413
UCEC	JU.AAVI.01A	ERI3	EIF2B3	1	1	-1	-1	20	12	11	1.3	44818522	45392411	tier1	In-frame	5777	44686742	44820932	45316450	45452282	0	0	0	0	NA	0.3523
LUSC	94.7943.01A	ERICH1	IYD	8	6	-1	1	13	16	16	0.28	618598	150710488	tier1	In-frame	5779	564744	688106	150690028	150727105	0	0	0	0	non-validated	0.3383
BRCA	E2.A14T.01A	ERICH1	PCM1	8	8	-1	1	7	3	3	1	665861	17882870	tier1	Out-of-frame	5780	564744	688106	17780349	17887453	1	0	0	0	NA	0.35227
SKCM	ER.A2NE.06A	ERICH1	PTPRR	8	12	-1	-1	6	2	2	0.033	642478	71286757	tier1	In-frame	5781	564744	688106	71031853	71314623	0	1	0	0	NA	0.3723
LIHC	CC.A3MC.01A	ERLEC1	CHAC2	2	2	1	1	12	7	6	0.11	54021586	54001279	tier1	In-frame	5782	53787044	53818819	53767792	53775196	0	0	0	0	NA	0.32675
DLBC	VB.A8QN.01A	ERLIN1	DOCK1	10	10	-1	1	12	9	9	0.4	101933965	129201319	tier1	In-frame	5783	100150094	100188334	128593978	129250781	0	0	0	0	NA	0.373
PRAD	YL.A9WJ.01A	ERLIN1	HPSE2	10	10	-1	-1	2	1	1	1.6	101923761	100219496	tier3	Out-of-frame	5784	100150094	100188334	98457077	99235862	0	0	0	0	NA	0.34522
LUSC	6A.AB49.01A	ERMP1	RBBP8	9	18	-1	1	5	2	2	0.18	5830727	20555116	tier1	In-frame	5785	5765076	5833117	20513290	20606449	0	1	0	0	NA	0.35561
LIHC	BC.A10R.01A	ERN1	TEX2	17	17	-1	-1	2	2	2	0.21	62157022	62254831	tier3	In-frame	5786	62120390	62207502	62224796	62340653	1	0	0	0	NA	0.38155
LIHC	CC.A7IJ.01A	ERN1	TEX2	17	17	-1	-1	11	10	10	0.21	62157022	62272455	tier1	In-frame	5787	62120390	62207502	62224796	62340653	1	0	0	0	NA	0.38155
ACC	OR.A5K6.01A	ERN1	TEX2	17	17	-1	-1	173	52	46	0.21	62141346	62238293	tier1	In-frame	5788	62120390	62207502	62224796	62340653	0	0	0	0	NA	0.38155
OV	23.1023.01R	ERO1LB	HEATR1	1	1	-1	-1	13	14	14	0.11	236415350	236721829	tier1	In-frame	5789	236378855	236445319	236712305	236767804	0	0	0	0	NA	0
LUAD	91.6831.01A	ERO1LB	HEATR1	1	1	-1	-1	5	5	5	0.11	236388370	236721829	tier4	In-frame	5790	236378855	236445319	236712305	236767804	0	0	0	0	NA	0.35712
HNSC	DQ.5624.01A	ERP44	CHRDL2	9	11	-1	-1	164	117	105	0.092	102814699	74429877	tier1	In-frame	5791	102741461	102861322	74407474	74442430	0	0	0	0	NA	0.35276
THCA	4C.A93U.01A	ERRFI1	CACNA1E	1	1	-1	1	5	13	13	0.51	8086218	181546902	tier1	5UTR-CDS	5792	8064464	8086368	181413102	181808084	0	0	0	0	NA	0.36954
BLCA	DK.A1A3.01A	ERRFI1	LUZP1	1	1	-1	-1	2	4	4	0.28	8086218	23436143	tier2	NA	5793	8064464	8086368	23410516	23504301	0	0	0	0	NA	0.36427
STAD	VQ.A8E7.01B	ERRFI1	NCF2	1	1	-1	-1	5	111	92	3.4	8086218	183542427	tier1	5UTR-CDS	5794	8064464	8086368	183555563	183590876	0	0	0	0	NA	0.37126
UCEC	B5.A1MS.01B	ESCO1	ABHD3	18	18	-1	-1	2	2	2	1.2	19140820	19244191	tier4	In-frame	5795	19109264	19180845	19230858	19284766	0	0	0	0	NA	0.34033
BRCA	D8.A27H.01A	ESCO1	ABHD3	18	18	-1	-1	3	8	8	1.2	19140820	19263926	tier1	Out-of-frame	5796	19109264	19180845	19230858	19284766	0	0	0	0	validated	0.34033
STAD	VQ.AA6A.01A	ESCO1	ARHGAP28	18	18	-1	1	4	57	52	0.077	19180584	6824761	tier1	5UTR-5UTR	5797	19109264	19180845	6729821	6915715	0	0	0	0	NA	0.33845
BLCA	G2.AA3B.01A	ESCO1	CPNE1	18	20	-1	-1	4	6	5	4.6	19180584	34220845	tier1	5UTR-CDS	5798	19109264	19180845	34213953	34252878	0	0	0	1	NA	0.37202
OV	24.1555.01A	ESCO1	FAM65C	18	20	-1	-1	4	1	1	2.6	19180584	49247393	tier2	5UTR-5UTR	5799	19109264	19180845	49202645	49308065	0	0	0	0	NA	0.34745
BRCA	AN.A0AR.01A	ESCO1	KANK1	18	9	-1	1	7	4	3	1.2	19180584	710804	tier1	5UTR-CDS	5800	19109264	19180845	470291	746105	0	0	0	0	NA	0.35179
LUSC	66.2766.01A	ESCO1	LAMA3	18	18	-1	1	6	6	6	0.51	19140820	21353461	tier1	In-frame	5801	19109264	19180845	21269562	21535030	0	0	0	0	non-validated	0.35774
OV	23.1027.01A	ESCO2	EPHX2	8	8	1	1	2	3	3	0.44	27646495	27394301	tier2	In-frame	5802	27629466	27670157	27348296	27403081	0	0	0	0	NA	0.34849
SARC	LI.A9QH.01A	ESD	FAM124A	13	13	-1	1	5	4	3	0.18	47367532	51825604	tier1	5UTR-CDS	5803	47345391	47371367	51222334	51284241	0	0	0	0	NA	0.36179
TGCT	4K.AA1G.01A	ESF1	RBM19	20	12	-1	-1	6	3	3	0.042	13709025	114296701	tier1	Out-of-frame	5804	13694969	13765532	114254543	114404176	0	0	0	0	NA	0.35628
HNSC	CN.5366.01A	ESPN	FBLIM1	1	1	1	1	24	5	5	0.46	6517432	16111043	tier4	Out-of-frame	5805	6484848	6521430	16083102	16113089	0	0	0	0	NA	0.35493
BRCA	A2.A3KD.01A	ESR1	ASPH	6	8	1	-1	518	607	305	0.029	152201906	62416068	tier2	Out-of-frame	5806	151977826	152450754	62413115	62627199	0	0	0	0	NA	0.38645
BRCA	BH.A1EV.01A	ESR1	BNC2	6	9	1	-1	10	4	4	1.4	152163922	16738483	tier1	Out-of-frame	5807	151977826	152450754	16416404	16870841	0	0	0	0	NA	0.38647
BRCA	A2.A0YG.01A	ESR1	C6orf97	6	6	1	1	4	5	5	0.35	152023140	151859180	tier1	5UTR-CDS	5810	151977826	152450754	151815165	151942328	0	0	0	0	non-validated	0
BRCA	A2.A25B.01A	ESR1	C6orf97	6	6	1	1	2	2	2	0.35	152023140	151869439	tier4	5UTR-CDS	5811	151977826	152450754	151815165	151942328	0	0	0	0	validated	0
BRCA	A2.A4S3.01A	ESR1	C6orf97	6	6	1	1	8	10	10	0.35	152023140	151936578	tier1	5UTR-CDS	5812	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
BRCA	A7.A4SC.01A	ESR1	C6orf97	6	6	1	1	6	4	4	0.35	152023140	151917470	tier1	5UTR-CDS	5813	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
BRCA	AC.A8OS.01A	ESR1	C6orf97	6	6	1	1	8	8	8	0.35	152023140	151894309	tier1	5UTR-CDS	5814	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
UCEC	AJ.A3EJ.01A	ESR1	C6orf97	6	6	1	1	8	2	2	0.35	152023140	151917470	tier1	5UTR-CDS	5815	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
UCEC	AJ.A3EM.01A	ESR1	C6orf97	6	6	1	1	5	1	1	0.35	152023140	151894309	tier2	5UTR-CDS	5816	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
UCEC	AP.A5FX.01A	ESR1	C6orf97	6	6	1	1	3	1	1	0.35	152023140	151857453	tier2	5UTR-CDS	5817	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
BRCA	AR.A24R.01A	ESR1	C6orf97	6	6	1	1	36	34	33	0.35	152129499	151857453	tier1	Out-of-frame	5818	151977826	152450754	151815165	151942328	1	0	0	0	NA	0
UCEC	AX.A3FW.01A	ESR1	C6orf97	6	6	1	1	3	1	1	0.35	152023140	151936578	tier2	5UTR-CDS	5819	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
BRCA	BH.A0B1.01A	ESR1	C6orf97	6	6	1	1	3	2	2	0.35	152023140	151865707	tier1	5UTR-CDS	5820	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
BRCA	BH.A0C0.01A	ESR1	C6orf97	6	6	1	1	11	11	1	0.35	152023140	151907024	tier2	5UTR-CDS	5821	151977826	152450754	151815165	151942328	0	0	0	0	NA	0
