Gene Symbol,Name,Entrez GeneId,Genome Location,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms
SMAD3,SMAD family member 3,4088,15:67066155-67190536,15q21-q22,yes,,"colorectal, hepatocellular carcinoma, oral squamous cell carcinoma",,,E,Rec,TSG,Mis,,,,"JV15-2,4088,SMAD3,ENSG00000166949,P84022,Smad3,MADH3,HsT17436,Smad 3,DKFZp686J10186,HSPC193,DKFZP586N0721,MGC60396"
SMAD4,SMAD family member 4,4089,18:51047047-51078467,18q21.1,yes,yes,"colorectal, pancreatic, small intestine",gastrointestinal polyp,juvenile polyposis,E,Rec,TSG,"D, Mis, N, F",,,,"JIP,Q13485,SMAD4,4089,ENSG00000141646,MADH4,DPC4"
SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",6597,19:10984152-11061816,19p13.2,yes,,"NSCLC, SCCOHT",,,E,Rec,,"F, N, Mis, S",,,,"hSNF2b,6597,SMARCA4,P51532,BRG1,SNF2L4,SNF2,SWI2,FLJ39786,BAF190,SNF2LB,SNF2-BETA,ENSG00000127616"
SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",6598,22:23787170-23834180,22q11,yes,yes,malignant rhabdoid,malignant rhabdoid,rhabdoid predisposition syndrome,M,Rec,,"D, N, F, S",,,,"Ini1,6598,SMARCB1,ENSG00000099956,Snr1,SNF5L1,RDT,BAF47,hSNFS,SNF5,INI1,Sfh1p,Q12824"
SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",6602,12:50085487-50099000,12q13-q14,yes,,breast,,,E,Rec,,N,,,,"CRACD1,SMARCD1,6602,ENSG00000066117,Rsc6p,BAF60A,Q96GM5"
SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",6605,17:40628785-40645626,17q21.2,,yes,,meningioma,,O,Rec,,"F, Mis, N",,,,"ENSG00000073584,SMARCE1,6605,BAF57,Q969G3"
SMO,smoothened homolog (Drosophila),6608,7:129189152-129212451,7q31-q32,yes,,skin basal cell,,,E,Dom,,Mis,,,,"Q99835,6608,SMO,ENSG00000128602,SMOH,Gx"
SND1,staphylococcal nuclease and tudor domain containing 1,27044,7:127652374-128092058,7q31.3,yes,,pancreas acinar carcinoma,,,E,Dom,,T,BRAF,,,"SND1,Q7KZF4,TDRD11,p100,ENSG00000197157,27044"
SOCS1,suppressor of cytokine signaling 1,8651,16:11254843-11255478,16p13.13,yes,,"Hodgkin lymphoma, PMBL",,,L,Rec,TSG,"F, O",,,,"O15524,SOCS1,8651,ENSG00000185338,SOCS-1,SSI-1,SSI1,Cish1,JAB,CISH1,CIS1,TIP3"
SOX2,SRY (sex determining region Y)-box 2,6657,3:181712361-181713314,3q26.3-q27,yes,,"NSCLC, oesophageal squamous carcinoma",,,E,Dom,,A,,yes,Microphthalmia and oesophageal atresia syndrome,"MGC2413,SOX2,6657,ENSG00000181449,MCOPS3,P48431,ANOP3"
SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,92521,17:20096653-20314066,17p11.2,yes,,JMML,,,L,Dom,,T,PDGFRB,,,"FLJ36955,SPECC1,CYTSB,SPECC1,92521,ENSG00000128487,Q5M775,NSP,HCMOGT-1"
SPEN,spen family transcriptional repressor,23013,1:15848068-15939427,1p36,yes,,"SMZL, adenoid cystic carcinoma, DLBCL",,,L,Rec,,"F, Mis, N",,,,"Q96T58,SPEN,23013,ENSG00000065526,SHARP,RP1-134O19_1,MINT,KIAA0929"
SPOP,speckle type POZ protein,8405,17:49600378-49622810,17q21.33,yes,yes,"prostate, endometrial",prostate cancer,,E,Rec,,Mis,,,,"TEF2,8405,SPOP,ENSG00000121067,O43791"
SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",6714,20:37384154-37403379,20q11.23,yes,,"colorectal cancer, endometrial carcinoma",,,E,Dom,oncogene,"Mis, N",,,,"c-SRC,SRC,6714,ENSG00000197122,P12931,ASV,p60-Src,SRC1,c-src"
SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,9901,3:8985519-9248951,3p25.3,yes,,pilocytic astrocytoma,,,O,Dom,,T,RAF1,,,"MEGAP,SRGAP3,9901,ENSG00000196220,ARHGAP14,KIAA0411,WRP"
SRSF2,serine/arginine-rich splicing factor 2,6427,17:76736161-76737160,17q25,yes,,"MDS, CLL",,,L,Dom,,Mis,,,,"Q01130,6427,SFRS2,SRSF2"
SRSF3,serine/arginine-rich splicing factor 3,6428,6:36596763-36601989,6p21,yes,,follicular lymphoma,,,L,Dom,,T,BCL6,,,"SRp20,SFRS3,6428,SRSF3,ENSG00000112081,P84103"
SS18,"synovial sarcoma translocation, chromosome 18",6760,18:26018354-26090569,18q11.2,yes,,synovial sarcoma,,,M,Dom,,T,"SSX1,  SSX2, SSX4",,,"Q15532,6760,SS18,ENSG00000141380,SSXT,SYT"
SS18L1,synovial sarcoma translocation gene on chromosome 18-like 1,26039,20:62143822-62179209,20q13.3,yes,,synovial sarcoma,,,M,Dom,,T,SSX1,,,"KIAA0693,26039,SS18L1,ENSG00000184402,O75177"
SSX1,"synovial sarcoma, X breakpoint 1",6756,X:48257242-48266387,Xp11.23-p11.22,yes,,synovial sarcoma,,,M,Dom,,T,SS18,,,"MGC5162,SSX1,6756,ENSG00000126752,RP11-552E4_1,SSRC,MGC150425,Q16384"
SSX2,"synovial sarcoma, X breakpoint 2",6757,X:52752681-52789480,Xp11.23-p11.22,yes,,synovial sarcoma,,,M,Dom,,T,SS18,,,"HD21,SSX2,6757,ENSG00000157950,SSX,HOM-MEL-40,MGC3884,MGC15364,MGC119055,RP11-552J9_2"
SSX4,"synovial sarcoma, X breakpoint 4",6759,X:48391869-48411372,Xp11.23,yes,,synovial sarcoma,,,M,Dom,,T,SS18,,,"MGC119056,6759,SSX4,ENSG00000204645,O60224,MGC12411"
STAG2,stromal antigen 2,10735,X:124022628-124100597,Xq25,yes,,"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms",,,"E, L, M, O",Rec,,"Mis, N, F, S",,,,"RP11-517O1_1,10735,STAG2,ENSG00000101972,DKFZp781H1753,SA2,SA-2,FLJ25871,DKFZp686P168,bA517O1_1"
STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),6774,17:42315745-42348516,17q21.31,yes,yes,T-cell large granular lymphocytic leukaemia,paediatric large granular lymphocytic leukaemia,,L,Dom,oncogene,"Mis,O",,yes,IPEX-like syndrome,"FLJ20882,6774,STAT3,ENSG00000168610,APRF,P40763,MGC16063"
STAT5B,signal transducer and activator of transcription 5B,6777,17:42201738-42232127,17q11.2,yes,,"large granular lymphocytic leukaemia, skin basal cell, APL",,,"L, E",Dom,,"Mis, O, T",RARA,yes,IPEX-like syndrome,"STAT5,6777,STAT5B,ENSG00000173757,P51692"
STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",6778,12:57096572-57108278,12q13,yes,,"solitary fibrous tumour, meningeal haemangiopericytoma",,,"M, O",Dom,,T,NAB2,,,"D12S1644,6778,STAT6,ENSG00000166888,IL-4-STAT,P42226,STAT6B,STAT6C"
STIL,SCL/TAL1 interrupting locus,6491,1:47251136-47310319,1p32,yes,,T-ALL,,,L,Dom,,T,TAL1,,,"SIL,STIL,6491,ENSG00000123473,Q15468"
STK11,serine/threonine kinase 11 gene (LKB1),6794,19:1206914-1226647,19p13.3,yes,yes,"NSCLC, pancreatic","jejunal hamartoma, ovarian, testicular, pancreatic",Peutz-Jeghers syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"LKB1,6794,STK11,ENSG00000118046,Q15831,PJS"
STRN,"striatin, calmodulin binding protein",6801,2:36849456-36966463,2p22.2,yes,,"anaplastic thyroid, papillary thyroid, lung",,,E,Dom,,T,ALK,,,"ENSG00000115808,6801,STRN,O43815,SG2NA,MGC125642"
SUFU,suppressor of fused homolog (Drosophila),51684,10:102504153-102630155,10q24.32,yes,yes,medulloblastoma,medulloblastoma,medulloblastoma predisposition,O,Rec,,"D, F, S",,,,"RP11-47A8_1,51684,SUFU,ENSG00000121410,PRO1280,SUFUXL,Q9UMX1,SUFUH"
SUZ12,suppressor of zeste 12 homolog (Drosophila),23512,17:31937247-31999003,17q11.2,yes,,endometrial stromal tumour,,,M,Dom,,T,JAZF1,,,"CHET9,23512,SUZ12,ENSG00000178691,Q15022,KIAA0160,JJAZ1"
SYK,spleen tyrosine kinase,6850,9:90843899-90895600,9q22,yes,,"MDS, peripheral T-cell lymphoma",,,L,Dom,oncogene,T,"ETV6, ITK",,,"P43405,SYK,6850,ENSG00000165025"
TAF15,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",8148,17:35809571-35846946,17q11.1-q11.2,yes,,"extraskeletal myxoid chondrosarcoma, ALL",,,"L, M",Dom,,T,"NR4A3, CHN1, ZNF384",,,"hTAFII68,8148,TAF15,ENSG00000172660,TAF2N,RBP56,Npl3,Q92804"
TAL1,T-cell acute lymphocytic leukemia 1 (SCL),6886,1:47219720-47225888,1p32,yes,,lymphoblastic leukaemia/biphasic,,,L,Dom,,T,"TRD, STIL",,,"TCL5,TAL1,6886,ENSG00000162367,SCL,P17542,tal-1"
TAL2,T-cell acute lymphocytic leukemia 2,6887,9:108424779-108425393,9q31,yes,,T-ALL,,,L,Dom,,T,TRB,,,"Q16559,6887,TAL2"
TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,79718,3:177025498-177064977,3q26.32,yes,,"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma",,,"L, E, M",Rec,,"F, Mis",,,,"C21,79718,TBL1XR1,TBLR1,IRA1,FLJ12894,DC42"
TBX3,T-box 3,6926,12:114671841-114683200,12q24.21,yes,,"breast, large intestine, skin",,,E,Dom,oncogene/TSG,"Mis, N, F, O",,yes,ulnar-mammary syndrome,"TBX3-ISO,ENSG00000135111,6926,TBX3,O15119,XHL,UMS"
TCEA1,"transcription elongation factor A (SII), 1",6917,8:53970288-53984488,8q11.2,yes,,salivary adenoma,,,E,Dom,,T,PLAG1,,,"ENSG00000187735,6917,TCEA1"
TCF12,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",6938,15:56919914-57288514,15q21,yes,,extraskeletal myxoid chondrosarcoma,,,M,Dom,,T,NR4A3,,,"HEB,6938,TCF12,ENSG00000140262,HsT17266,HTF4"
TCF3,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),6929,19:1611707-1650248,19p13.3,yes,,pre B-ALL,,,L,Dom,,T,"PBX1, HLF, TFPT",,,"E2A,6929,TCF3,ENSG00000071564,P15923,MGC129648,MGC129647,ITF1"
TCF7L2,transcription factor 7-like 2,6934,10:112950757-113165972,10q25.3,yes,,colorectal,,,E,Dom,,T,VTI1A,,,"ENSG00000148737,6934,TCF7L2,TCF-4"
TCL1A,T-cell leukemia/lymphoma 1A,8115,14:95711755-95714066,14q32.1,yes,,T-CLL,,,L,Dom,,T,TRA,,,"P56279,TCL1A,8115,ENSG00000100721,TCL1"
TCL6,T-cell leukemia/lymphoma 6,27004,14:95665061-95671429,14q32.1,yes,,T-ALL,,,L,Dom,,T,TRA,,,"P56847,TCL6,27004,ENSG00000187621"
TERT,telomerase reverse transcriptase,7015,5:1253728-1294989,5p15.33,yes,yes,"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types",melanoma,,"E, O",Dom,,Promoter Mis,,yes,"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1","EST2,TERT,Q8NG46,Q8N6C3,Q2XS35,O14783,O14746,7015,hEST2,TCS1,TRT,TP2"
TET1,tet methylcytosine dioxygenase 1,80312,10:68572340-68691815,10q21,yes,,AML,,,L,Dom,oncogene/TSG,T,KMT2A,,,"KIAA1676,TET1,80312,ENSG00000138336,CXXC6,bA119F7_1,TET1,Q8NFU7,LCX"
TET2,tet oncogene family member 2,54790,4:105233943-105276519,4q24,yes,,MDS,,,L,Rec,TSG,"Mis, N, F",,,,"TET2,Q6N021,MGC125715,KIAA1546,FLJ20032,ENSG00000168769,54790"
TFE3,transcription factor binding to IGHM enhancer 3,7030,X:49030158-49043226,Xp11.22,yes,,"papillary renal, alveolar soft part sarcoma, renal",,,E,Dom,,T,"SFPQ, ASPSCR1, PRCC, NONO, CLTC",,,"RCCP2,7030,TFE3,ENSG00000068323,TFEA"
TFEB,transcription factor EB,7942,6:41684599-41691213,6p21,yes,,renal cell carcinoma (childhood epithelioid),,,"E,M",Dom,,T,ALPHA,,,"TCFEB,TFEB,7942,ENSG00000112561,P19484,AlphaTFEB"
TFG,TRK-fused gene,10342,3:100713687-100748532,3q11-q12,yes,,"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma",,,"E, L, M",Dom,,T,"NTRK1, ALK, NR4A3",,,"TF6,10342,TFG,ENSG00000114354,Q92734"
TFPT,TCF3 (E2A) fusion partner (in childhood leukaemia),29844,19:54107050-54115269,19q13,yes,,pre-B ALL,,,L,Dom,,T,TCF3,,,"P0C1Z6,TFPT,29844,ENSG00000105619"
TFRC,"transferrin receptor (p90, CD71)",7037,3:196051942-196077099,3q29,yes,,NHL,,,L,Dom,,T,BCL6,,,"P02786,7037,TFRC,ENSG00000072274,TFR1,CD71"
TGFBR2,transforming growth factor beta receptor II,7048,3:30606884-30691599,3p22,yes,yes,"head and neck, colorectal",colorectal,Hereditary Nonpolyposis Colorectal Cancer type 6,E,Rec,TSG,"Mis, F, N",,yes,Loeys-Dietz syndrome 2,"AAT3,7048,TGFBR2,ENSG00000163513,P37173,TGFbeta-RII,RIIC,TAAD2,FAA3,TGFR-2,MFS2,HNPCC6"
THRAP3,thyroid hormone receptor associated protein 3 (TRAP150),9967,1:36282564-36304017,1p34.3,yes,,aneurysmal bone cyst,,,M,Dom,,T,USP6,,,"MGC133082,9967,THRAP3,ENSG00000054118,FLJ22082,TRAP150,MGC133083,Q9Y2W1"
TLX1,"T-cell leukemia, homeobox 1 (HOX11)",3195,10:101131543-101136914,10q24,yes,,T-ALL,,,L,Dom,,T,"TRB, TRD",,,"P31314,TLX1,3195,ENSG00000107807,TCL3,HOX11"
TLX3,"T-cell leukemia, homeobox 3 (HOX11L2)",30012,5:171309367-171311600,5q35.1,yes,,T-ALL,,,L,Dom,,T,BCL11B,,,"O43711,TLX3,30012,ENSG00000164438,HOX11L2,RNX"
TMEM127,transmembrane protein 127,55654,2:96253808-96265381,2q11.2,,yes,,"pheochromocytoma, renal cell carcinoma",,"O, E",Rec,,"F, N",,,,"FLJ20507,55654,TMEM127,ENSG00000135956,O75204,FLJ22257"
TMPRSS2,"transmembrane protease, serine 2",7113,21:41466142-41498133,21q22.3,yes,,prostate,,,E,Dom,,T,"ERG, ETV1, ETV4, ETV5",,,"PRSS10,TMPRSS2,7113,ENSG00000184012,O15393"
TNFAIP3,"tumor necrosis factor, alpha-induced protein 3",7128,6:137871228-137881319,6q23,yes,,"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL",,,L,Rec,,"D, N, F",,,,"TNFA1P2,7128,TNFAIP3,ENSG00000118503,OTUD7C,MGC138687,MGC104522,A20,MGC138688,P21580"
TNFRSF14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",8764,1:2556665-2563273,1p36.32,yes,,follicular lymphoma,,,L,Rec,,"Mis, N, F",,,,"Q92956,TNFRSF14,8764,ENSG00000157873,TR2,ATAR,LIGHTR,HVEM,HVEA"
TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",608,16:11965325-11967847,16p13.1,yes,,intestinal T-cell lymphoma,,,L,Dom,,T,IL2,,,"BCMA,608,TNFRSF17,ENSG00000048462,CD269,Q02223,BCM"
TOP1,topoisomerase (DNA) I,7150,20:41029068-41123297,20q12-q13.1,yes,,AML*,,,L,Dom,,T,NUP98,,,"RP3-511B24_2,7150,TOP1,ENSG00000198900,TOPI,P11387"
TP53,tumor protein p53,7157,17:7669609-7676594,17p13,yes,yes,"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types",Li-Fraumeni syndrome,"L, E, M, O",Rec,oncogene/TSG,"Mis, N, F, T",NTRK1,,,"TRP53,7157,TP53,ENSG00000141510,P04637,LFS1,P53,p53"
TP63,tumor protein p63,8626,3:189631516-189894502,3q28,yes,yes,"HNSCC, DLBCL",NSCLC,,E,,oncogene/TSG,"Mis, N, T",TBL1XR1,yes,"associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation","EEC3,8626,TP63,ENSG00000073282,p73H,p63,Q9H3D4,TP73L,p51,OFC8,KET,RHS,B(p51B),B(p51A),TP63,SHFM4,LMS,p73L"
TPM3,tropomyosin 3,7170,1:154157639-154183119,1q22-q23,yes,,"papillary thyroid, ALCL, NSCLC, Spitzoid tumour",,,"E, L",Dom,TSG,T,"NTRK1, ALK, ROS1",,,"ENSG00000143549,7170,TPM3"
TPM4,tropomyosin 4,7171,19:16076567-16101347,19p13.1,yes,,ALCL,,,L,Dom,,T,ALK,,,"P67936,TPM4,7171,ENSG00000167460"
TPR,translocated promoter region,7175,1:186313971-186375028,1q25,yes,,"papillary thyroid, NSCLC",,,E,Dom,,T,"NTRK1, ALK",,,"P12270,TPR,7175"
TRA,T cell receptor alpha locus,6955,14:-,14q11.2,yes,,T-ALL,,,L,Dom,,T,"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6",,,
TRAF7,tumour necrosis factor receptor-associated factor 7,84231,16:2163921-2176574,16p13.3,yes,,meningioma,,,O,Dom,,Mis,,,,"DKFZp586I021,TRAF7,84231,ENSG00000131653,RNF119,MGC7807,Q6Q0C0,RFWD1"
TRB,T cell receptor beta locus,6957,7:-,7q34,yes,,T-ALL,,,L,Dom,,T,"HOX11, LCK, NOTCH1, TAL2, LYL1",,,
TRD,T cell receptor delta locus,6964,14:-,14q11.2,yes,,T-cell leukaemia,,,L,Dom,,T,"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17",,,
TRIM24,tripartite motif containing 24,8805,7:138460549-138584951,7q32-q34,yes,,APL,,,L,Dom,oncogene,T,RARA,,,"O15164,TRIM24,8805,ENSG00000122779,TIF1ALPHA,TF1A,TIF1A,hTIF1,Tif1a,TIF1,RNF82,PTC6"
TRIM27,tripartite motif-containing 27,5987,6:28904070-28923632,6p22,yes,,papillary thyroid,,,E,Dom,,T,RET,,,"DASS-46L4_6,RFP,TRIM27,5987,ENSG00000234495,RNF76,TRIM27"
TRIM33,"tripartite motif-containing 33 (PTC7,TIF1G)",51592,1:114397648-114511076,1p13,yes,,papillary thyroid,,,E,Dom,,T,RET,,,"RFG7,TRIM33,51592,ENSG00000197323,Q9UPN9,TF1G,FLJ32925,TIF1G,PTC7,TIFGAMMA,TIF1GAMMA"
TRIP11,thyroid hormone receptor interactor 11,9321,14:91969673-92039685,14q31-q32,yes,,AML,,,L,Dom,,T,PDGFRB,,,"Q15643,9321,TRIP11,ENSG00000100815,Trip230,CEV14"
TRRAP,transformation/transcription domain-associated protein,8295,7:98881151-99012355,7q21.2-q22.1,yes,,melanoma,,,E,Dom,oncogene,Mis,,,,"TR-AP,8295,TRRAP,ENSG00000196367,Q9Y4A5,PAF400,PAF350/400,FLJ10671,STAF40,Tra1"
TSC1,tuberous sclerosis 1 gene,7248,9:132896235-132928872,9q34,yes,yes,"renal cell carcinoma, bladder carcinoma","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 1,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"KIAA0243,TSC1,7248,ENSG00000165699,TSC,MGC86987,LAM,hamartin"
TSC2,tuberous sclerosis 2 gene,7249,16:2048616-2088610,16p13.3,yes,yes,"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 2,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"FLJ43106,7249,TSC2,ENSG00000103197,LAM,tuberin,TSC4"
TSHR,thyroid stimulating hormone receptor,7253,14:80955681-81144353,14q31,yes,yes,toxic thyroid adenoma,thyroid adenoma,,E,Dom,,Mis,,yes,"Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism","hTSHR-I,7253,TSHR,ENSG00000165409,MGC75129,LGR3"
TTL,tubulin tyrosine ligase,150465,2:112482346-112528796,2q13,yes,,ALL,,,L,Dom,,T,ETV6,,,"2410003M22Rik,TTL,150465,ENSG00000114999,MGC46235,Q8NG68"
U2AF1,U2 small nuclear RNA auxiliary factor 1,7307,21:43093102-43107494,21q22.3,yes,,"CLL, MDS",,,L,Dom,,Mis,,,,"ENSG00000160201,7307,U2AF1,Q01081,U2AFBP,U2AF35,RNU2AF1,RN,FP793,DKFZp313J1712"
UBR5,ubiquitin protein ligase E3 component n-recognin 5,51366,8:102254302-102412234,8q22,yes,,"mantle cell lymphoma, gastric, colorectal",,,"L, E",Rec,,"F, N, Mis, S",,,,"EDD,UBR5,51366,ENSG00000104517,EDD1,KIAA0896,HYD,MGC57263,DD5,O95071,FLJ11310"
USP6,ubiquitin specific peptidase 6 (Tre-2 oncogene),9098,17:5130368-5148597,17p13,yes,,aneurysmal bone cyst,,,M,Dom,,T,"COL1A1, CDH11, CNBP, OMD, THRAP3",,,"TRE2,9098,USP6,ENSG00000129204,TRE17,Tre-2,HRP1"
USP8,ubiquitin specific peptidase 8,9101,15:50439074-50499088,15q21.1,yes,,corticotroph adenoma,,,E,Dom,oncogene,"Mis, N",,,,"FLJ34456,9101,USP8,ENSG00000138592,KIAA0055,P40818,MGC129718,UBPY,HumORF8"
VHL,von Hippel-Lindau syndrome gene,7428,3:10141848-10149965,3p25,yes,yes,"renal, haemangioma, pheochromocytoma","renal, haemangioma, pheochromocytoma",Von Hippel-Lindau syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"HRCA1,P40337,7428,VHL,ENSG00000134086,RCA1,VHL1"
VTI1A,vesicle transport through interaction with t-SNAREs homolog 1A,143187,10:112447374-112815383,10q25.2,yes,,colorectal,,,E,Dom,,T,TCF7L2,,,"ENSG00000151532,Vti1-rp2,MVti1,143187,VTI1A"
WAS,Wiskott-Aldrich syndrome,7454,X:48683854-48691162,Xp11.23-p11.22,,yes,,lymphoma,Wiskott-Aldrich syndrome,L,Rec/X,oncogene,"Mis, N, F, S",,,,"P42768,WAS,7454,ENSG00000015285,WASP,THC,IMD2"
WHSC1,Wolf-Hirschhorn syndrome candidate 1(MMSET),7468,4:1900655-1978909,4p16.3,yes,,MM,,,L,Dom,,T,IGH,,,"7468,O96028,WHS,TRX5,REIIBP,NSD2,MMSET,MGC176638,KIAA1090,FLJ23286,WHSC1"
WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3),54904,8:38317956-38348171,8p12,yes,,AML,,,L,Dom,,T,NUP98,,,"ENSG00000147548,54904,WHSC1L1"
WIF1,WNT inhibitory factor 1,11197,12:65051349-65121191,12q14.3,yes,,pleomorphic salivary gland adenoma,,,E,Dom,,T,HMGA2,,,"WIF-1,11197,WIF1,ENSG00000156076"
WRN,Werner syndrome (RECQL2),7486,8:31058448-31173102,8p12-p11.2,,yes,,"osteosarcoma, meningioma, other tumour types",Werner syndrome,"L, E, M, O",Rec,,"Mis, N, F, S",,,,"RECQL2,7486,WRN,ENSG00000165392,Q14191,RECQ3"
WT1,Wilms tumour 1 gene,7490,11:32389058-32435141,11p13,yes,yes,"Wilms tumour, desmoplastic small round cell tumour",Wilms tumour,"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour",O,Rec,,"D, Mis, N, F, S, T",EWSR1,,,"WAGR,7490,WT1,ENSG00000184937,WT33,GUD,WIT-2"
WWTR1,WW domain containing transcription regulator 1,25937,3:149520805-149657306,3q23-q24,yes,,epithelioid haemangioendothelioma,,,M,Dom,oncogene,T,CAMTA1,,,"ENSG00000018408,25937,WWTR1,Q9GZV5,DKFZP586I1419"
XPA,"xeroderma pigmentosum, complementation group A",7507,9:97675439-97697292,9q22.3,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (A),E,Rec,TSG,"Mis, N, F, S",,,,"XPAC,7507,XPA,ENSG00000136936,XP1,P23025"
XPC,"xeroderma pigmentosum, complementation group C",7508,3:14145941-14178568,3p25,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (C),E,Rec,TSG,"Mis, N, F, S",,,,"XP3,7508,XPC,ENSG00000154767,XPCC"
XPO1,"exportin 1 (CRM1 homolog, yeast)",7514,2:61478820-61533897,2p15,yes,,CLL,,,L,Dom,oncogene,Mis,,,,"DKFZp686B1823,7514,XPO1,ENSG00000082898,O14980,CRM1"
YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)",7531,17:1345447-1400110,17p13.3,yes,,endometrial stromal sarcoma,,,M,Dom,,T,"NUTM2A, NUTM2B",yes,Miller-Dieker lissencephaly syndrome,"P62258,7531,YWHAE,ENSG00000108953,14-3-3 epsilon,FLJ45465,MDS,MDCR,KCIP-1,14-3-3E"
ZBTB16,zinc finger and BTB domain containing 16,7704,11:114063302-114250556,11q23.1,yes,,APL,,,L,Dom,,T,RARA,,,"Q05516,7704,ZBTB16,ENSG00000109906,ZNF145,PLZF"
ZCCHC8,"zinc finger, CCHC domain containing 8",55596,12:122473497-122500840,12q24.31,yes,,Spitzoid tumour,,,E,Dom,,T,ROS1,,,"ZCCHC8,Q6NZY4,DKFZp434E2220,ENSG00000033030,55596"
ZFHX3,zinc finger homeobox 3,463,16:72787164-72960145,16q22.3,yes,,"endometrial, gastric, prostate",,,E,Dom,TSG,"Mis, N",,,,"ATBT,463,ZFHX3,ENSG00000140836,Q15911,ZFHX3"
ZNF198,zinc finger protein 198,7750,13:19993073-20086014,13q11-q12,yes,,"MPN, NHL",,,L,Dom,,T,FGFR1,,,"ZNF198,Q9UBW7,SCLL,RAMP,MYM,FIM,7750"
ZNF278,zinc finger protein 278 (ZSG),23598,22:31326891-31345602,22q12-q14,yes,,Ewing sarcoma,,,M,Dom,,T,EWSR1,,,"ENSG00000100105,Q9HBE1,ZSG,ZNF278,ZBTB19,RIAZ,PATZ,MAZR,dJ400N23,23598,ZNF278"
ZNF331,zinc finger protein 331,55422,19:53569378-53577953,19q13.3-q13.4,yes,,follicular thyroid adenoma,,,E,Dom,,T,?,,,"Q9NQX6,ZNF331,55422,ENSG00000130844,ZNF361,RITA,ZNF463"
ZNF384,zinc finger protein 384 (CIZ/NMP4),171017,12:6667714-6679520,12p13,yes,,ALL,,,L,Dom,,T,"EWSR1, TAF15",,,"ENSG00000126746,171017,ZNF384"
ZNF521,zinc finger protein 521,25925,18:25062712-25350946,18q11.2,yes,,ALL,,,L,Dom,,T,PAX5,,,"EHZF,25925,ZNF521,ENSG00000198795,MGC142208,MGC142182,DKFZp564D0764,Evi3"
