Gene_Ensembl_ID	Gene_full_name	Protein_RefSeq_ID
ENSG00000092377	transducin beta like 1 Y-linked	NP_150600.1,NP_599020.1,NP_599021.1
ENSG00000092421	semaphorin 6A	NP_001287709.1,NP_065847.1
ENSG00000092439	transient receptor potential cation channel subfamily M member 7	NP_001288141.1,NP_060142.3
ENSG00000092445	TYRO3 protein tyrosine kinase	NP_001317193.1,NP_006284.2
ENSG00000092470	WD repeat domain 76	NP_001161413.1,NP_079184.2
ENSG00000092529	calpain 3	NP_000061.1,NP_077320.1,NP_775110.1,NP_775111.1,NP_775112.1,NP_775113.1
ENSG00000092531	synaptosome associated protein 23	NP_003816.2,NP_570710.1
ENSG00000092607	T-box transcription factor 15	NP_001317606.1,NP_689593.2
ENSG00000092621	phosphoglycerate dehydrogenase	NP_006614.2
ENSG00000092758	collagen type IX alpha 3 chain	NP_001844.3
ENSG00000092820	ezrin	NP_001104547.1,NP_003370.2
ENSG00000092841	myosin light chain 6	NP_066299.2,NP_524147.2
ENSG00000092847	argonaute RISC component 1	NP_001304051.1,NP_001304052.1,NP_036331.1
ENSG00000092850	tektin 2	NP_055281.2
ENSG00000092853	claspin	NP_001177410.1,NP_001317419.1,NP_071394.2
ENSG00000092871	ring finger and FYVE like domain containing E3 ubiquitin protein ligase	NP_001017368.1
ENSG00000092929	unc-13 homolog D	NP_954712.1
ENSG00000092931	major facilitator superfamily domain containing 11	NP_001229461.1,NP_001229462.1,NP_001229463.1,NP_001229464.1,NP_001229465.1,NP_001229466.1,NP_001339946.1,NP_001339947.1,NP_001339948.1,NP_077287.1
ENSG00000092964	dihydropyrimidinase like 2	NP_001184222.1,NP_001231533.1,NP_001377.1
ENSG00000092969	transforming growth factor beta 2	NP_001129071.1,NP_003229.1
ENSG00000092978	G-patch domain containing 2	NP_001284683.1,NP_060510.1
ENSG00000093000	nucleoporin 50	NP_009103.2,NP_705931.1
ENSG00000093009	cell division cycle 45	NP_001171481.1,NP_001171482.1,NP_001356220.1,NP_003495.1
ENSG00000093010	catechol-O-methyltransferase	NP_000745.1,NP_001128633.1,NP_001128634.1,NP_001349757.1,NP_009294.1
ENSG00000093072	adenosine deaminase 2	NP_001269154.1,NP_001269155.1,NP_001269156.1,NP_001269157.1,NP_001269158.1,NP_803124.1
ENSG00000093134	vanin 3	NP_001278631.1,NP_001278632.1,NP_001355078.1,NP_001355079.1,NP_001355080.1,NP_001355081.1,NP_001355083.1,NP_001355084.1,NP_001355085.1
ENSG00000093144	ethylmalonyl-CoA decarboxylase 1	NP_001002030.1,NP_001099014.1,NP_001099015.1,NP_001132982.1,NP_060949.2
ENSG00000093167	LRR binding FLII interacting protein 2	NP_001127841.1,NP_001269620.1,NP_001335226.1,NP_001335227.1,NP_001335228.1,NP_001335229.1,NP_001335230.1,NP_001335231.1,NP_001335232.1,NP_001335233.1,NP_001335234.1,NP_001335235.1,NP_001335236.1,NP_001335237.1,NP_001335238.1,NP_001335239.1,NP_001335240.1,NP_006300.1,NP_060194.1
ENSG00000093183	SEC22 homolog C, vesicle trafficking protein	NP_001188501.1,NP_001188513.1,NP_004197.1,NP_116752.1
ENSG00000093217	xylulokinase	NP_001336107.1,NP_001336108.1,NP_001336109.1,NP_005099.2
ENSG00000094631	histone deacetylase 6	NP_001308154.1,NP_001308155.1,NP_001308156.1,NP_001308157.1,NP_001308158.1,NP_001308159.1,NP_001308160.1,NP_006035.2
ENSG00000094661	olfactory receptor family 1 subfamily I member 1	NP_001004713.1
ENSG00000094755	gamma-aminobutyric acid type A receptor subunit pi	NP_001278914.1,NP_055026.1
ENSG00000094796	keratin 31	NP_002268.2
ENSG00000094804	cell division cycle 6	NP_001245.1
ENSG00000094841	uracil phosphoribosyltransferase homolog	NP_001294873.1,NP_001350750.1,NP_659489.1
ENSG00000094880	cell division cycle 23	NP_004652.2
ENSG00000094914	aladin WD repeat nucleoporin	NP_001166937.1,NP_056480.1
ENSG00000094916	chromobox 5	NP_001120793.1,NP_001120794.1,NP_036249.1
ENSG00000094963	flavin containing dimethylaniline monoxygenase 2	NP_001288276.1,NP_001352829.1,NP_001451.2
ENSG00000094975	SUN domain containing ossification factor	NP_001269679.1,NP_001269680.1,NP_055098.1,NP_057311.3
ENSG00000095002	mutS homolog 2	NP_000242.1,NP_001245210.1
ENSG00000095015	mitogen-activated protein kinase kinase kinase 1	NP_005912.1
ENSG00000095059	deoxyhypusine synthase	NP_001193903.1,NP_001356620.1,NP_001356621.1,NP_001356622.1,NP_001921.1,NP_037538.1
ENSG00000095066	hook microtubule tethering protein 2	NP_001093646.1,NP_037444.2
ENSG00000095110	neurexophilin and PC-esterase domain family member 1	NP_001354882.1,NP_689528.2
ENSG00000095139	archain 1	NP_001135753.1,NP_001646.2
ENSG00000095203	erythrocyte membrane protein band 4.1 like 4B	NP_001372552.1,NP_060894.2,NP_061987.3
ENSG00000095209	transmembrane protein 38B	NP_060582.1
ENSG00000095261	proteasome 26S subunit, non-ATPase 5	NP_001257356.1,NP_005038.1
ENSG00000095303	prostaglandin-endoperoxide synthase 1	NP_000953.2,NP_001258093.1,NP_001258094.1,NP_001258095.1,NP_001258296.1,NP_001258297.1,NP_542158.1
ENSG00000095319	nucleoporin 188	NP_056169.1
ENSG00000095321	carnitine O-acetyltransferase	NP_000746.3,NP_001244292.2,NP_001333475.2,NP_001333476.2,NP_001333477.2,NP_001333478.2,NP_003994.3
ENSG00000095370	SH2 domain containing 3C	NP_001136003.1,NP_001136004.1,NP_001136005.1,NP_001136006.1,NP_001239263.1,NP_005480.2,NP_733745.1
ENSG00000095380	N-acetylneuraminate synthase	NP_061819.2
ENSG00000095383	TBC1 domain family member 2	NP_001254500.1,NP_001254501.1,NP_060891.3
ENSG00000095397	whirlin	NP_001077354.2,NP_001166896.1,NP_001333819.1,NP_056219.3
ENSG00000095464	phosphodiesterase 6C	NP_006195.3
ENSG00000095485	CWF19 like cell cycle control factor 1	NP_001290333.1,NP_001290334.1,NP_001290335.1,NP_001290336.1,NP_060764.3
ENSG00000095539	semaphorin 4G	NP_001190173.1,NP_001380854.1,NP_060363.2
ENSG00000095564	B-TFIID TATA-box binding protein associated factor 1	NP_003963.1
ENSG00000095574	IKAROS family zinc finger 5	NP_001258769.1,NP_001359052.1,NP_001359053.1,NP_001359054.1,NP_001359055.1,NP_001359056.1,NP_001359057.1,NP_001359058.1,NP_001359059.1,NP_001359060.1
ENSG00000095585	B cell linker	NP_001107566.1,NP_001245369.1,NP_001245370.1,NP_001245371.1,NP_037446.1
ENSG00000095587	tolloid like 2	NP_036597.1
ENSG00000095596	cytochrome P450 family 26 subfamily A member 1	NP_000774.2,NP_476498.1
ENSG00000095627	tudor domain containing 1	NP_001352820.1,NP_001372292.1,NP_001372293.1,NP_001372294.1,NP_001372295.1,NP_001372296.1,NP_001372297.1,NP_001372298.1,NP_001372299.1,NP_001372300.1,NP_001372301.1,NP_001382134.1,NP_942090.1
ENSG00000095637	sorbin and SH3 domain containing 1	NP_001030126.2,NP_001030127.2,NP_001030128.2,NP_001030129.2,NP_001277223.2,NP_001277224.2,NP_001277225.2,NP_001277226.2,NP_001277227.2,NP_001364126.1,NP_001364127.1,NP_001364128.1,NP_001364129.1,NP_001364130.1,NP_001364131.1,NP_001364132.1,NP_001364133.1,NP_001364134.1,NP_001364135.1,NP_001364136.1,NP_001364137.1,NP_001364138.1,NP_001371376.1,NP_001371377.1,NP_001371378.1,NP_001371379.1,NP_001371380.1,NP_001371381.1,NP_001371382.1,NP_001371383.1,NP_001371384.1,NP_001371385.1,NP_001371386.1,NP_001371387.1,NP_001371388.1,NP_001371389.1,NP_001371390.1,NP_001371391.1,NP_001371392.1,NP_001371393.1,NP_001371394.1,NP_006425.3,NP_056200.2,NP_079267.2
ENSG00000095713	cartilage acidic protein 1	NP_001193457.1,NP_060528.3
ENSG00000095739	BMP and activin membrane bound inhibitor	NP_036474.1
ENSG00000095752	interleukin 11	NP_000632.1,NP_001254647.1
ENSG00000095777	myosin IIIA	NP_001355194.1,NP_059129.3
ENSG00000095787	WW domain containing adaptor with coiled-coil	NP_057712.2,NP_567822.1,NP_567823.1
ENSG00000095794	cAMP responsive element modulator	NP_001254491.1,NP_001254492.1,NP_001254493.1,NP_001254494.1,NP_001254495.1,NP_001254496.1,NP_001254497.1,NP_001254498.1,NP_001254499.1,NP_001339374.1,NP_001339375.1,NP_001339394.1,NP_001339395.1,NP_001339396.1,NP_001381524.1,NP_001381527.1,NP_001381529.1,NP_001381531.1,NP_001381532.1,NP_001381534.1,NP_001381537.1,NP_001381539.1,NP_001381542.1,NP_001381543.1,NP_001381544.1,NP_001381545.1,NP_001381546.1,NP_001381547.1,NP_001381548.1,NP_001381549.1,NP_001381550.1,NP_001381551.1,NP_001381552.1,NP_001381554.1,NP_001381555.1,NP_001381556.1,NP_001381557.1,NP_001381558.1,NP_001381559.1,NP_001381560.1,NP_001872.3,NP_853549.1,NP_874386.1,NP_874387.1,NP_874388.1,NP_874389.1,NP_874390.1,NP_874392.1,NP_874393.1,NP_877570.1,NP_877571.1,NP_877572.1,NP_877573.1,NP_898829.1,NP_898830.1,NP_898831.1,NP_898883.1
ENSG00000095906	nucleotide binding protein 2	NP_001271430.1,NP_001271431.1,NP_036357.1
ENSG00000095917	tryptase delta 1	NP_036349.1
ENSG00000095932	small integral membrane protein 24	NP_001129975.1
ENSG00000095951	HIVEP zinc finger 1	NP_002105.3
ENSG00000095970	triggering receptor expressed on myeloid cells 2	NP_001258750.1,NP_061838.1
ENSG00000095981	potassium two pore domain channel subfamily K member 16	NP_001128577.1,NP_001128578.1,NP_001128579.1,NP_001350713.1,NP_115491.1
ENSG00000096006	cysteine rich secretory protein 3	NP_001177915.1,NP_001355052.1,NP_006052.2
ENSG00000096060	FKBP prolyl isomerase 5	NP_001139247.1,NP_001139248.1,NP_001139249.1,NP_004108.1
ENSG00000096063	SRSF protein kinase 1	NP_003128.3
ENSG00000096070	bromodomain and PHD finger containing 3	NP_056510.2
ENSG00000096080	mitochondrial ribosomal protein S18A	NP_001180272.1,NP_060605.1
ENSG00000096088	progastricsin	NP_001159896.1,NP_002621.1
ENSG00000096092	transmembrane protein 14A	NP_054770.1
ENSG00000096093	EF-hand domain containing 1	NP_001165891.1,NP_060570.2
ENSG00000096264	natural cytotoxicity triggering receptor 2	NP_001186438.1,NP_001186439.1,NP_004819.2
ENSG00000096384	heat shock protein 90 alpha family class B member 1	NP_001258898.1,NP_001258899.1,NP_001258900.1,NP_001258901.1,NP_001358167.1,NP_031381.2
ENSG00000096395	motilin	NP_001035198.1,NP_001171627.1,NP_002409.1
ENSG00000096401	cell division cycle 5 like	NP_001244.1
ENSG00000096433	inositol 1,4,5-trisphosphate receptor type 3	NP_002215.2
ENSG00000096654	zinc finger protein 184	NP_001305820.1,NP_001305821.1,NP_001305822.1,NP_001334761.1,NP_009080.2
ENSG00000096696	desmoplakin	NP_001008844.1,NP_001305963.1,NP_004406.2
ENSG00000096717	sirtuin 1	NP_001135970.1,NP_001300978.1,NP_036370.2
ENSG00000096746	heterogeneous nuclear ribonucleoprotein H3	NP_001309363.1,NP_001309365.1,NP_001309366.1,NP_001309367.1,NP_001309368.1,NP_001309369.1,NP_001309370.1,NP_001309371.1,NP_001309372.1,NP_001309373.1,NP_001309374.1,NP_001309375.1,NP_001309376.1,NP_001309377.1,NP_001309378.1,NP_001309379.1,NP_001309380.1,NP_001309381.1,NP_001309382.1,NP_036339.1,NP_067676.2
ENSG00000096872	intraflagellar transport 74	NP_001092692.1,NP_001092693.1,NP_001092694.1,NP_001336857.1,NP_079379.2
ENSG00000096968	Janus kinase 2	NP_001309123.1,NP_001309124.1,NP_001309125.1,NP_001309127.1,NP_001309128.1,NP_001309133.1,NP_004963.1
ENSG00000096996	interleukin 12 receptor subunit beta 1	NP_001276952.1,NP_001276953.1,NP_005526.1,NP_714912.1
ENSG00000097007	ABL proto-oncogene 1, non-receptor tyrosine kinase	NP_005148.2,NP_009297.2
ENSG00000097021	acyl-CoA thioesterase 7	NP_009205.3,NP_863654.1,NP_863655.1,NP_863656.1
ENSG00000097033	SH3 domain containing GRB2 like, endophilin B1	NP_001193580.1,NP_001193581.1,NP_001193582.1,NP_057093.1
ENSG00000097046	cell division cycle 7	NP_001127891.1,NP_001127892.1,NP_003494.1
ENSG00000097096	synapse defective Rho GTPase homolog 2	NP_115560.1
ENSG00000099139	proprotein convertase subtilisin/kexin type 5	NP_001177411.1,NP_001358972.1,NP_006191.2
ENSG00000099194	stearoyl-CoA desaturase	NP_005054.3
ENSG00000099203	transmembrane p24 trafficking protein 1	NP_006849.1
ENSG00000099204	actin binding LIM protein 1	NP_001003407.1,NP_001309811.1,NP_001309812.1,NP_001309813.1,NP_001309814.1,NP_001309815.1,NP_001309816.1,NP_001309817.1,NP_001309818.1,NP_001309819.1,NP_001309820.1,NP_001309821.1,NP_001309822.1,NP_001309823.1,NP_001309824.1,NP_001309825.1,NP_001309826.1,NP_001309827.1,NP_001309828.1,NP_001309829.1,NP_001339369.1,NP_001339370.1,NP_001339371.1,NP_001339372.1,NP_002304.3,NP_006711.3
ENSG00000099219	endoplasmic reticulum metallopeptidase 1	NP_079172.2
ENSG00000099246	RAB18, member RAS oncogene family	NP_001243339.1,NP_001243340.1,NP_001243341.1,NP_001243344.1,NP_067075.1
ENSG00000099250	neuropilin 1	NP_001019799.2,NP_001019800.2,NP_001231901.2,NP_001231902.2,NP_001316997.2,NP_003864.5
ENSG00000099251	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2	NA
ENSG00000099256	phosphoribosyl transferase domain containing 1	NP_001269715.1,NP_064585.1
ENSG00000099260	palmdelphin	NP_060204.1
ENSG00000099282	tetraspanin 15	NP_001338192.1,NP_036471.1
ENSG00000099284	macroH2A.2 histone	NP_061119.1
ENSG00000099290	WASH complex subunit 2A	NP_001005751.1,NP_001278327.1,NP_001317031.1
ENSG00000099308	microtubule associated serine/threonine kinase 3	NP_001380430.1,NP_001380431.1,NP_001380432.1,NP_001380433.1,NP_001380434.1,NP_001380435.1,NP_001380436.1,NP_001380437.1,NP_001380438.1,NP_001380439.1,NP_001380440.1,NP_001380441.1,NP_001380442.1,NP_001380443.1,NP_001380444.1,NP_001380445.1,NP_001380446.1,NP_001380447.1,NP_001380448.1,NP_001380449.1,NP_001380450.1,NP_055831.1
ENSG00000099326	myeloid zinc finger 1	NP_001253962.1,NP_003413.2,NP_932172.1
ENSG00000099330	occludin/ELL domain containing 1	NP_078854.1
ENSG00000099331	myosin IXB	NP_001123537.1,NP_004136.2
ENSG00000099337	potassium two pore domain channel subfamily K member 6	NP_004814.1
ENSG00000099338	cation channel sperm associated auxiliary subunit gamma	NP_001317425.1,NP_067008.3
ENSG00000099341	proteasome 26S subunit, non-ATPase 8	NP_002803.2
ENSG00000099364	F-box and leucine rich repeat protein 19	NP_001093254.2,NP_001269280.1,NP_001369708.1,NP_001369709.1,NP_001369710.1
ENSG00000099365	syntaxin 1B	NP_443106.1
ENSG00000099377	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	NP_001136249.1,NP_001136250.1,NP_079469.2
ENSG00000099381	SET domain containing 1A, histone lysine methyltransferase	NP_055527.1
ENSG00000099385	BAF chromatin remodeling complex subunit BCL7C	NP_001273455.1,NP_004756.2
ENSG00000099399	MAGE family member B2	NP_002355.2
ENSG00000099617	ephrin A2	NP_001396.2
ENSG00000099622	cold inducible RNA binding protein	NP_001271.1,NP_001287744.1,NP_001287758.1
ENSG00000099624	ATP synthase F1 subunit delta	NP_001001975.1,NP_001678.1
ENSG00000099625	CACN subunit beta associated regulatory protein	NP_001380847.1,NP_689982.3
ENSG00000099715	protocadherin 11 Y-linked	NP_001265548.1,NP_116753.1,NP_116754.1,NP_116755.1
ENSG00000099721	amelogenin Y-linked	NP_001134.1,NP_001351743.1
ENSG00000099725	protein kinase Y-linked (pseudogene)	NA
ENSG00000099769	insulin like growth factor binding protein acid labile subunit	NP_001139478.1,NP_004961.1
ENSG00000099783	heterogeneous nuclear ribonucleoprotein M	NP_001284347.1,NP_005959.2,NP_112480.2
ENSG00000099785	membrane associated ring-CH-type finger 2	NP_001005415.1,NP_001005416.1,NP_001356705.1,NP_001356706.1,NP_001356707.1,NP_001356708.1,NP_057580.3
ENSG00000099795	NADH:ubiquinone oxidoreductase subunit B7	NP_004137.2
ENSG00000099797	trans-2,3-enoyl-CoA reductase	NP_001308099.1,NP_612510.1
ENSG00000099800	translocase of inner mitochondrial membrane 13	NP_036590.1
ENSG00000099804	cell division cycle 34, ubiqiutin conjugating enzyme	NP_004350.1
ENSG00000099810	methylthioadenosine phosphorylase	NP_002442.2
ENSG00000099812	mitotic spindle positioning	NP_775752.1
ENSG00000099814	centrosomal protein 170B	NP_001106197.1,NP_055820.2
ENSG00000099817	RNA polymerase II, I and III subunit E	NP_001303252.1,NP_001303253.1,NP_002686.3
ENSG00000099821	RNA polymerase mitochondrial	NP_005026.3
ENSG00000099822	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	NP_001185.3
ENSG00000099834	cadherin related family member 5	NP_001165439.2,NP_068743.3,NP_112554.3
ENSG00000099840	IZUMO family member 4	NP_001026905.2,NP_001034935.1,NP_001350517.1
ENSG00000099849	Ras association domain family member 7	NP_001137465.1,NP_001137466.1,NP_003466.1
ENSG00000099860	growth arrest and DNA damage inducible beta	NP_056490.2
ENSG00000099864	paralemmin	NP_001035224.1,NP_002570.2
ENSG00000099866	mucosal vascular addressin cell adhesion molecule 1	NP_570116.2,NP_570118.1
ENSG00000099869	IGF2 antisense RNA	NA
ENSG00000099875	MAPK interacting serine/threonine kinase 2	NP_060042.2,NP_951009.1
ENSG00000099889	ARVCF delta catenin family member	NP_001661.1
ENSG00000099899	tRNA methyltransferase 2 homolog A	NP_001244923.1,NP_001317968.1,NP_073564.3,NP_892029.2
ENSG00000099901	RAN binding protein 1	NP_001265568.1,NP_001265569.1,NP_001265570.1,NP_002873.1
ENSG00000099904	zinc finger DHHC-type palmitoyltransferase 8	NP_001171953.1,NP_037505.1
ENSG00000099910	kelch like family member 22	NP_116164.2
ENSG00000099917	mediator complex subunit 15	NP_001003891.1,NP_001280163.1,NP_001280164.1,NP_001280165.1,NP_001280166.1,NP_056973.2
ENSG00000099937	serpin family D member 1	NP_000176.2
ENSG00000099940	synaptosome associated protein 29	NP_004773.1
ENSG00000099942	CRK like proto-oncogene, adaptor protein	NP_005198.1
ENSG00000099949	leucine zipper like transcription regulator 1	NP_006758.2
ENSG00000099953	matrix metallopeptidase 11	NP_005931.2
ENSG00000099954	CECR2 histone acetyl-lysine reader	NP_001276975.1,NP_001276976.1
ENSG00000099956	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	NP_001007469.1,NP_001304875.1,NP_001349806.1,NP_003064.2
ENSG00000099957	purinergic receptor P2X 6	NP_001153026.1,NP_001336803.1,NP_001336804.1,NP_001336805.1,NP_001381620.1,NP_001381621.1,NP_001381622.1,NP_001381623.1,NP_001381624.1,NP_001381625.1,NP_001381626.1,NP_005437.2
ENSG00000099958	derlin 3	NP_001002862.1,NP_001129223.1,NP_001350001.1,NP_940842.2
ENSG00000099960	solute carrier family 7 member 4	NP_004164.2
ENSG00000099968	BCL2 like 13	NP_001257655.1,NP_001257656.1,NP_001257657.1,NP_001257658.1,NP_001257659.1,NP_001257660.1,NP_001257661.1,NP_001257662.1,NP_001257663.1,NP_001257664.1,NP_001350753.1,NP_056182.2
ENSG00000099974	D-dopachrome tautomerase like	NP_001077862.1
ENSG00000099977	D-dopachrome tautomerase	NP_001077861.1,NP_001346.1,NP_001368781.1
ENSG00000099984	glutathione S-transferase theta 2 (gene/pseudogene)	NP_000845.2,NP_001289599.1
ENSG00000099985	oncostatin M	NP_001306037.1,NP_065391.1
ENSG00000099991	calcineurin binding protein 1	NP_001186210.1,NP_001188358.1,NP_036427.1
ENSG00000099992	TBC1 domain family member 10A	NP_001191169.1,NP_114143.1
ENSG00000099994	sushi domain containing 2	NP_062547.1
ENSG00000099995	splicing factor 3a subunit 1	NP_005868.1
ENSG00000099998	gamma-glutamyltransferase 5	NP_001093251.1,NP_001093252.1,NP_001289393.1,NP_001289394.1,NP_004112.2
ENSG00000099999	ring finger protein 215	NP_001017981.1
ENSG00000100003	SEC14 like lipid binding 2	NP_001191133.1,NP_001278861.1,NP_036561.1,NP_203740.1
ENSG00000100012	SEC14 like lipid binding 3	NP_001244307.1,NP_001244308.1,NP_001244311.1,NP_001363843.1,NP_777635.1
ENSG00000100014	sperm antigen with calponin homology and coiled-coil domains 1 like	NP_001138940.4,NP_001241661.3,NP_001241662.2,NP_056145.5
ENSG00000100023	peptidylprolyl isomerase like 2	NP_001304925.1,NP_055152.1,NP_680480.1,NP_680481.1
ENSG00000100024	beta-ureidopropionase 1	NP_057411.1
ENSG00000100027	yippee like 1	NP_037445.1
ENSG00000100028	small nuclear ribonucleoprotein D3 polypeptide	NP_001265585.1,NP_004166.1
ENSG00000100029	pescadillo ribosomal biogenesis factor 1	NP_001230154.1,NP_001269256.1,NP_001269257.1,NP_055118.1
ENSG00000100030	mitogen-activated protein kinase 1	NP_002736.3,NP_620407.1
ENSG00000100031	gamma-glutamyltransferase 1	NP_001275762.1,NP_038265.2,NP_038347.2
ENSG00000100033	proline dehydrogenase 1	NP_001182155.2,NP_057419.5
ENSG00000100034	protein phosphatase, Mg2+/Mn2+ dependent 1F	NP_055449.1
ENSG00000100036	solute carrier family 35 member E4	NP_001001479.1,NP_001305299.1,NP_001305300.1
ENSG00000100038	DNA topoisomerase III beta	NP_001269041.1,NP_001269042.1,NP_001336774.1,NP_001336776.1,NP_001336777.1,NP_001336779.1,NP_001336780.1,NP_001336781.1,NP_003926.1
ENSG00000100053	crystallin beta B3	NP_004067.1
ENSG00000100055	cytohesin 4	NP_001304953.1,NP_037517.1
ENSG00000100056	ess-2 splicing factor homolog	NP_073210.1
ENSG00000100058	crystallin beta B2 pseudogene 1	NA
ENSG00000100060	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	NP_001159815.1,NP_002396.2
ENSG00000100065	caspase recruitment domain family member 10	NP_055365.2
ENSG00000100068	LDL receptor related protein 5 like	NA
ENSG00000100075	solute carrier family 25 member 1	NP_001243463.1,NP_001274316.1,NP_005975.1
